ProductID,Category,UnitPrice
P00989,Accessories,49.31
P00990,Footwear,100.43
P00991,Footwear,177.88
P00992,Training Gear,108.09
P00993,Footwear,119.15
P00994,Fan Merchandise,76.14
P00995,Jerseys,129.9
P00996,Fan Merchandise,12.93
P00997,Training Gear,116.43
P00998,Fan Merchandise,16.61
P00999,Training Gear,86.32
P01000,Jerseys,82.85
P01001,Jerseys,90.09
P01002,Fan Merchandise,83.53
P01003,Fan Merchandise,20.28
P01004,Fan Merchandise,67.31
P01005,Fan Merchandise,58.53
P01006,Jerseys,83.28
P01007,Jerseys,190.62
P01008,Training Gear,46.6
P01009,Accessories,61.56
P01010,Fan Merchandise,69.71
P01011,Accessories,86.36
P01012,Training Gear,63.4
P01013,Training Gear,137.18
P01014,Jerseys,194.5
P01015,Training Gear,85.31
P01016,Jerseys,149.59
P01017,Accessories,46.45
P01018,Training Gear,68.28
P01019,Jerseys,123.11
P01020,Jerseys,83.58
P01021,Fan Merchandise,62.33
P01022,Training Gear,41.51
P01023,Footwear,40.93
P01024,Fan Merchandise,44.08
P01025,Accessories,17.64
P01026,Jerseys,136.55
P01027,Fan Merchandise,49.99
P01028,Accessories,23.73
P01029,Fan Merchandise,29.96
P01030,Fan Merchandise,13.79
P01031,Training Gear,102.34
P01032,Fan Merchandise,33.38
P01033,Footwear,168.34
P01034,Fan Merchandise,57.98
P01035,Fan Merchandise,39.27
P01036,Footwear,43.91
P01037,Accessories,42.02
P01038,Fan Merchandise,35.72
P01039,Footwear,99.89
P01040,Jerseys,193.25
P01041,Accessories,26.46
P01042,Jerseys,94.16
P01043,Training Gear,136.2
P01044,Footwear,206.53
P01045,Fan Merchandise,46.18
P01046,Fan Merchandise,51.42
P01047,Accessories,15.29
P01048,Accessories,90.8
P01049,Footwear,147.02
P01050,Footwear,126.22
P01051,Accessories,40.26
P01052,Jerseys,119.35
P01053,Fan Merchandise,65.68
P01054,Accessories,18.08
P01055,Footwear,131.23
P01056,Jerseys,60.02
P01057,Training Gear,127.66
P01058,Jerseys,85.6
P01059,Fan Merchandise,77.95
P01060,Footwear,125.7
P01061,Training Gear,82.93
P01062,Accessories,46.04
P01063,Accessories,61.64
P01064,Accessories,43.8
P01065,Jerseys,107.19
P01066,Fan Merchandise,26.28
P01067,Footwear,102.14
P01068,Footwear,186.11
P01069,Footwear,84.22
P01070,Accessories,92.13
P01071,Training Gear,140.31
P01072,Footwear,159.94
P01073,Training Gear,22.36
P01074,Fan Merchandise,52.96
P01075,Footwear,189.97
P01076,Footwear,105.84
P01077,Jerseys,96.01
P01078,Footwear,97.85
P01079,Fan Merchandise,42.88
P01080,Accessories,17.02
P01081,Jerseys,89.46
P01082,Fan Merchandise,59.23
P01083,Jerseys,123.51
P01084,Training Gear,53.12
P01085,Fan Merchandise,79.95
P01086,Jerseys,97.85
P01087,Accessories,22.93
P01088,Jerseys,83.91
P01089,Training Gear,60.12
P01090,Jerseys,130.77
P01091,Training Gear,27.42
P01092,Training Gear,139.4
P01093,Accessories,97.75
P01094,Fan Merchandise,35.24
P01095,Accessories,87.53
P01096,Footwear,147.94
P01097,Training Gear,138.05
P01098,Accessories,37.7
P01099,Training Gear,104.65
P01100,Fan Merchandise,17.31
P01101,Footwear,41.7
P01102,Jerseys,181.83
P01103,Footwear,93.02
P01104,Footwear,120.17
P01105,Fan Merchandise,28.92
P01106,Footwear,197.83
P01107,Training Gear,72.6
P01108,Accessories,27.91
P01109,Accessories,70.8
P01110,Jerseys,84.79
P01111,Footwear,86.92
P01112,Accessories,77.28
P01113,Jerseys,194.09
P01114,Accessories,85.48
P01115,Accessories,22.41
P01116,Footwear,96.26
P01117,Accessories,89.64
P01118,Jerseys,94.9
P01119,Jerseys,162.31
P01120,Fan Merchandise,46.44
P01121,Footwear,199.19
P01122,Jerseys,107.08
P01123,Accessories,103.46
P01124,Accessories,50.74
P01125,Training Gear,121.13
P01126,Training Gear,45.72
P01127,Fan Merchandise,50.75
P01128,Accessories,41.01
P01129,Jerseys,56.85
P01130,Footwear,118.71
P01131,Training Gear,42.49
P01132,Jerseys,193.99
P01133,Jerseys,172.25
P01134,Accessories,83.95
P01135,Fan Merchandise,45.09
P01136,Accessories,35.91
P01137,Footwear,98.39
P01138,Training Gear,47.02
P01139,Footwear,139.34
P01140,Training Gear,133.2
P01141,Accessories,28.74
P01142,Training Gear,18.65
P01143,Training Gear,35.84
P01144,Jerseys,121.84
P01145,Fan Merchandise,13.36
P01146,Footwear,112.59
P01147,Footwear,60.01
P01148,Jerseys,70.63
P01149,Accessories,81.26
P01150,Footwear,219.91
P01151,Accessories,29.45
P01152,Training Gear,50.6
P01153,Training Gear,60.09
P01154,Jerseys,168.84
P01155,Accessories,60.59
P01156,Footwear,142.72
P01157,Jerseys,134.24
P01158,Training Gear,151.11
P01159,Training Gear,22.95
P01160,Jerseys,77.9
P01161,Footwear,108.78
P01162,Jerseys,125.76
P01163,Accessories,21.39
P01164,Footwear,200.77
P01165,Footwear,162.01
P01166,Jerseys,190.18
P01167,Jerseys,191.42
P01168,Training Gear,90.78
P01169,Fan Merchandise,74.27
P01170,Accessories,83.68
P01171,Jerseys,107.27
P01172,Training Gear,111.34
P01173,Footwear,211.49
P01174,Training Gear,126.49
P01175,Footwear,167.69
P01176,Training Gear,49.51
P01177,Footwear,189.6
P01178,Fan Merchandise,40.45
P01179,Footwear,152.33
P01180,Fan Merchandise,61.47
P01181,Accessories,61.52
P01182,Footwear,69.81
P01183,Fan Merchandise,62.91
P01184,Footwear,84.5
P01185,Accessories,36.54
P01186,Jerseys,73.38
P01187,Fan Merchandise,57.26
P01188,Training Gear,34.67
P01189,Accessories,44.52
P01190,Fan Merchandise,76.94
P01191,Training Gear,82.34
P01192,Fan Merchandise,77.3
P01193,Jerseys,126.44
P01194,Accessories,27.88
P01195,Jerseys,165.04
P01196,Accessories,45.34
P01197,Jerseys,195.13
P01198,Fan Merchandise,31.14
P01199,Accessories,92.21
P01200,Accessories,59.39
P01201,Footwear,191.58
P01202,Footwear,72.95
P01203,Fan Merchandise,58.26
P01204,Accessories,21.32
P01205,Training Gear,132.38
P01206,Accessories,33.57
P01207,Footwear,116.96
P01208,Fan Merchandise,59.89
P01209,Fan Merchandise,46.91
P01210,Footwear,180.2
P01211,Fan Merchandise,62.24
P01212,Footwear,63.47
P01213,Jerseys,167.15
P01214,Footwear,116.23
P01215,Accessories,69.78
P01216,Fan Merchandise,27.81
P01217,Jerseys,116.35
P01218,Fan Merchandise,71.65
P01219,Fan Merchandise,79.62
P01220,Jerseys,191.11
P01221,Footwear,166.02
P01222,Jerseys,66.44
P01223,Footwear,119.67
P01224,Training Gear,45.42
P01225,Fan Merchandise,62.93
P01226,Footwear,69.05
P01227,Accessories,107.76
P01228,Jerseys,83.21
P01229,Footwear,49.49
P01230,Jerseys,177.31
P01231,Footwear,76.41
P01232,Jerseys,58.48
P01233,Jerseys,134.47
P01234,Jerseys,195.54
P01235,Accessories,36.75
P01236,Accessories,50.87
P01237,Jerseys,89.39
P01238,Accessories,65.8
P01239,Jerseys,101.8
P01240,Training Gear,101.97
P01241,Footwear,126.04
P01242,Accessories,102.89
P01243,Footwear,160.6
P01244,Jerseys,153.98
P01245,Accessories,58.65
P01246,Fan Merchandise,34.13
P01247,Training Gear,62.58
P01248,Accessories,60.4
P01249,Jerseys,82.83
P01250,Fan Merchandise,21.67
P01251,Jerseys,108.99
P01252,Accessories,23.05
P01253,Training Gear,50.77
P01254,Jerseys,132.58
P01255,Accessories,89.01
P01256,Footwear,80.46
P01257,Footwear,182.5
P01258,Training Gear,20.21
P01259,Footwear,219.46
P01260,Jerseys,129.96
P01261,Accessories,57.59
P01262,Jerseys,149.33
P01263,Footwear,125.53
P01264,Footwear,113.44
P01265,Accessories,47.1
P01266,Jerseys,196.79
P01267,Fan Merchandise,74.89
P01268,Jerseys,127.85
P01269,Training Gear,136.78
P01270,Jerseys,76.62
P01271,Jerseys,131.77
P01272,Training Gear,81.92
P01273,Training Gear,64.13
P01274,Jerseys,188.17
P01275,Jerseys,175.71
P01276,Training Gear,146.81
P01277,Footwear,154.34
P01278,Jerseys,109.55
P01279,Accessories,85.68
P01280,Training Gear,33.42
P01281,Accessories,95.31
P01282,Accessories,12.88
P01283,Training Gear,134.19
P01284,Footwear,166.71
P01285,Fan Merchandise,18.46
P01286,Footwear,66.46
P01287,Fan Merchandise,45.02
P01288,Accessories,39.99
P01289,Jerseys,180.76
P01290,Accessories,29.28
P01291,Training Gear,77.23
P01292,Accessories,36.05
P01293,Footwear,62.89
P01294,Footwear,86.75
P01295,Accessories,96.0
P01296,Fan Merchandise,64.23
P01297,Jerseys,187.56
P01298,Jerseys,113.77
P01299,Fan Merchandise,29.55
P01300,Jerseys,58.82
P01301,Footwear,129.13
P01302,Jerseys,60.76
P01303,Accessories,10.43
P01304,Training Gear,103.87
P01305,Accessories,26.48
P01306,Footwear,140.76
P01307,Training Gear,99.44
P01308,Jerseys,159.96
P01309,Training Gear,72.4
P01310,Jerseys,157.25
P01311,Training Gear,69.97
P01312,Training Gear,31.89
P01313,Training Gear,62.02
P01314,Footwear,41.36
P01315,Training Gear,83.67
P01316,Fan Merchandise,66.04
P01317,Jerseys,168.79
P01318,Accessories,33.21
P01319,Accessories,20.56
P01320,Training Gear,44.33
P01321,Fan Merchandise,83.81
P01322,Jerseys,100.25
P01323,Fan Merchandise,43.34
P01324,Footwear,53.61
P01325,Jerseys,169.45
P01326,Fan Merchandise,44.74
P01327,Accessories,18.74
P01328,Fan Merchandise,46.52
P01329,Accessories,81.33
P01330,Jerseys,123.59
P01331,Fan Merchandise,82.71
P01332,Footwear,196.9
P01333,Training Gear,91.1
P01334,Training Gear,151.55
P01335,Training Gear,133.22
P01336,Training Gear,70.29
P01337,Accessories,87.14
P01338,Accessories,60.59
P01339,Training Gear,94.55
P01340,Jerseys,130.49
P01341,Training Gear,132.12
P01342,Footwear,205.34
P01343,Training Gear,63.37
P01344,Accessories,74.19
P01345,Training Gear,107.23
P01346,Accessories,98.75
P01347,Accessories,54.72
P01348,Training Gear,45.0
P01349,Jerseys,84.45
P01350,Jerseys,62.44
P01351,Footwear,58.13
P01352,Accessories,40.12
P01353,Accessories,20.26
P01354,Accessories,97.11
P01355,Footwear,105.16
P01356,Footwear,106.32
P01357,Training Gear,125.57
P01358,Fan Merchandise,34.0
P01359,Footwear,168.73
P01360,Footwear,188.04
P01361,Footwear,104.83
P01362,Fan Merchandise,46.88
P01363,Fan Merchandise,35.52
P01364,Accessories,52.32
P01365,Fan Merchandise,54.39
P01366,Training Gear,67.65
P01367,Jerseys,122.3
P01368,Jerseys,126.95
P01369,Jerseys,58.55
P01370,Training Gear,41.24
P01371,Accessories,64.14
P01372,Accessories,10.27
P01373,Fan Merchandise,63.41
P01374,Footwear,202.98
P01375,Jerseys,164.41
P01376,Fan Merchandise,34.93
P01377,Training Gear,81.88
P01378,Footwear,157.13
P01379,Accessories,78.04
P01380,Training Gear,156.8
P01381,Fan Merchandise,47.99
P01382,Accessories,34.95
P01383,Jerseys,107.52
P01384,Footwear,206.04
P01385,Jerseys,146.74
P01386,Jerseys,180.32
P01387,Fan Merchandise,64.86
P01388,Fan Merchandise,82.48
P01389,Training Gear,89.17
P01390,Footwear,210.98
P01391,Jerseys,183.45
P01392,Fan Merchandise,73.55
P01393,Footwear,209.04
P01394,Footwear,134.6
P01395,Jerseys,162.71
P01396,Footwear,139.96
P01397,Footwear,179.73
P01398,Jerseys,165.74
P01399,Training Gear,125.69
P01400,Footwear,117.12
P01401,Accessories,89.63
P01402,Accessories,97.65
P01403,Accessories,73.63
P01404,Accessories,55.47
P01405,Footwear,193.58
P01406,Footwear,180.12
P01407,Accessories,56.96
P01408,Training Gear,100.34
P01409,Jerseys,154.44
P01410,Accessories,78.83
P01411,Training Gear,62.17
P01412,Fan Merchandise,33.37
P01413,Fan Merchandise,76.78
P01414,Accessories,103.7
P01415,Training Gear,75.09
P01416,Accessories,101.34
P01417,Fan Merchandise,46.36
P01418,Fan Merchandise,24.21
P01419,Jerseys,161.27
P01420,Training Gear,24.52
P01421,Training Gear,34.18
P01422,Accessories,104.1
P01423,Jerseys,130.06
P01424,Fan Merchandise,31.45
P01425,Jerseys,124.66
P01426,Accessories,67.82
P01427,Footwear,155.0
P01428,Fan Merchandise,37.42
P01429,Training Gear,73.01
P01430,Footwear,138.96
P01431,Fan Merchandise,57.75
P01432,Training Gear,148.83
P01433,Footwear,110.61
P01434,Jerseys,181.83
P01435,Jerseys,199.02
P01436,Training Gear,66.14
P01437,Accessories,12.73
P01438,Footwear,148.79
P01439,Jerseys,186.03
P01440,Accessories,15.34
P01441,Footwear,75.49
P01442,Accessories,77.62
P01443,Footwear,185.74
P01444,Fan Merchandise,18.32
P01445,Fan Merchandise,38.55
P01446,Training Gear,51.9
P01447,Footwear,213.68
P01448,Accessories,78.25
P01449,Fan Merchandise,46.72
P01450,Accessories,96.24
P01451,Footwear,136.78
P01452,Footwear,204.04
P01453,Accessories,33.88
P01454,Accessories,12.73
P01455,Training Gear,78.88
P01456,Training Gear,47.01
P01457,Fan Merchandise,73.01
P01458,Training Gear,93.68
P01459,Fan Merchandise,33.07
P01460,Footwear,179.24
P01461,Footwear,134.84
P01462,Fan Merchandise,48.7
P01463,Jerseys,81.21
P01464,Training Gear,159.32
P01465,Footwear,158.62
P01466,Footwear,193.87
P01467,Fan Merchandise,67.46
P01468,Training Gear,89.42
P01469,Training Gear,19.38
P01470,Footwear,160.0
P01471,Jerseys,69.61
P01472,Fan Merchandise,82.19
P01473,Training Gear,53.4
P01474,Jerseys,108.26
P01475,Accessories,65.16
P01476,Footwear,130.47
P01477,Fan Merchandise,59.83
P01478,Footwear,181.02
P01479,Training Gear,125.59
P01480,Footwear,203.46
P01481,Fan Merchandise,46.3
P01482,Fan Merchandise,50.99
P01483,Jerseys,181.74
P01484,Jerseys,95.94
P01485,Accessories,34.59
P01486,Accessories,10.91
P01487,Fan Merchandise,65.91
P01488,Accessories,78.76
P01489,Footwear,89.81
P01490,Training Gear,36.45
P01491,Footwear,47.66
P01492,Accessories,58.79
P01493,Training Gear,45.47
P01494,Training Gear,130.66
P01495,Footwear,211.01
P01496,Jerseys,167.64
P01497,Accessories,95.16
P01498,Jerseys,198.66
P01499,Fan Merchandise,66.08
P01500,Accessories,66.73
P01501,Jerseys,172.45
P01502,Jerseys,136.76
P01503,Fan Merchandise,43.57
P01504,Fan Merchandise,14.37
P01505,Jerseys,148.23
P01506,Footwear,201.55
P01507,Jerseys,155.51
P01508,Accessories,50.41
P01509,Fan Merchandise,57.03
P01510,Training Gear,133.44
P01511,Training Gear,126.52
P01512,Accessories,59.12
P01513,Training Gear,69.36
P01514,Jerseys,112.55
P01515,Accessories,100.79
P01516,Accessories,26.99
P01517,Fan Merchandise,75.0
P01518,Fan Merchandise,26.26
P01519,Jerseys,197.23
P01520,Training Gear,81.66
P01521,Training Gear,122.15
P01522,Training Gear,121.57
P01523,Accessories,87.25
P01524,Training Gear,130.09
P01525,Fan Merchandise,14.85
P01526,Fan Merchandise,31.95
P01527,Jerseys,88.31
P01528,Training Gear,117.2
P01529,Fan Merchandise,61.88
P01530,Accessories,39.7
P01531,Training Gear,130.68
P01532,Jerseys,100.18
P01533,Fan Merchandise,37.03
P01534,Jerseys,112.83
P01535,Accessories,84.46
P01536,Jerseys,56.71
P01537,Jerseys,186.44
P01538,Jerseys,155.35
P01539,Footwear,145.59
P01540,Footwear,82.72
P01541,Fan Merchandise,69.34
P01542,Jerseys,181.55
P01543,Footwear,130.28
P01544,Footwear,92.64
P01545,Footwear,108.5
P01546,Footwear,114.93
P01547,Training Gear,61.44
P01548,Accessories,81.22
P01549,Jerseys,104.62
P01550,Accessories,92.12
P01551,Footwear,123.46
P01552,Fan Merchandise,57.91
P01553,Training Gear,152.61
P01554,Footwear,120.29
P01555,Footwear,70.66
P01556,Accessories,64.99
P01557,Footwear,129.4
P01558,Footwear,180.86
P01559,Fan Merchandise,74.79
P01560,Accessories,81.26
P01561,Footwear,214.86
P01562,Training Gear,56.23
P01563,Footwear,83.06
P01564,Jerseys,97.24
P01565,Fan Merchandise,60.98
P01566,Accessories,33.25
P01567,Accessories,18.84
P01568,Fan Merchandise,83.37
P01569,Fan Merchandise,34.97
P01570,Training Gear,49.58
P01571,Accessories,45.87
P01572,Jerseys,77.97
P01573,Fan Merchandise,14.61
P01574,Jerseys,99.28
P01575,Fan Merchandise,36.66
P01576,Jerseys,172.6
P01577,Accessories,53.56
P01578,Fan Merchandise,65.78
P01579,Accessories,83.57
P01580,Footwear,182.02
P01581,Accessories,101.85
P01582,Fan Merchandise,48.4
P01583,Training Gear,32.76
P01584,Accessories,13.87
P01585,Footwear,73.64
P01586,Jerseys,175.24
P01587,Accessories,67.43
P01588,Footwear,65.22
P01589,Training Gear,36.83
P01590,Accessories,99.15
P01591,Jerseys,130.4
P01592,Jerseys,79.93
P01593,Footwear,201.41
P01594,Accessories,82.07
P01595,Accessories,57.78
P01596,Jerseys,122.43
P01597,Fan Merchandise,61.1
P01598,Jerseys,104.05
P01599,Accessories,109.99
P01600,Training Gear,129.41
P01601,Jerseys,147.94
P01602,Jerseys,154.68
P01603,Training Gear,159.44
P01604,Jerseys,56.56
P01605,Jerseys,58.31
P01606,Fan Merchandise,69.31
P01607,Accessories,30.94
P01608,Training Gear,115.29
P01609,Accessories,60.33
P01610,Accessories,41.87
P01611,Footwear,81.64
P01612,Footwear,179.81
P01613,Accessories,27.1
P01614,Footwear,68.57
P01615,Accessories,54.19
P01616,Jerseys,72.3
P01617,Footwear,155.47
P01618,Accessories,109.2
P01619,Fan Merchandise,66.6
P01620,Jerseys,142.47
P01621,Fan Merchandise,40.81
P01622,Footwear,217.84
P01623,Footwear,198.39
P01624,Training Gear,134.52
P01625,Training Gear,50.66
P01626,Jerseys,72.92
P01627,Jerseys,80.8
P01628,Training Gear,54.73
P01629,Accessories,18.17
P01630,Footwear,199.92
P01631,Footwear,73.34
P01632,Footwear,80.79
P01633,Fan Merchandise,76.84
P01634,Accessories,105.81
P01635,Jerseys,87.16
P01636,Footwear,92.95
P01637,Footwear,184.02
P01638,Fan Merchandise,82.83
P01639,Training Gear,110.25
P01640,Accessories,54.26
P01641,Fan Merchandise,61.24
P01642,Jerseys,168.14
P01643,Accessories,21.27
P01644,Jerseys,118.12
P01645,Footwear,194.31
P01646,Accessories,80.54
P01647,Training Gear,39.84
P01648,Footwear,175.94
P01649,Accessories,76.74
P01650,Training Gear,55.58
P01651,Fan Merchandise,37.11
P01652,Accessories,41.44
P01653,Footwear,218.78
P01654,Training Gear,44.09
P01655,Footwear,189.29
P01656,Jerseys,131.94
P01657,Footwear,198.49
P01658,Accessories,108.19
P01659,Accessories,106.11
P01660,Training Gear,139.3
P01661,Accessories,51.36
P01662,Training Gear,56.52
P01663,Accessories,41.95
P01664,Accessories,75.31
P01665,Footwear,101.53
P01666,Footwear,118.28
P01667,Accessories,17.97
P01668,Fan Merchandise,68.28
P01669,Footwear,60.06
P01670,Accessories,43.7
P01671,Jerseys,140.61
P01672,Jerseys,132.02
P01673,Jerseys,184.5
P01674,Footwear,158.56
P01675,Jerseys,169.41
P01676,Training Gear,61.09
P01677,Fan Merchandise,21.65
P01678,Footwear,173.8
P01679,Footwear,67.64
P01680,Accessories,93.42
P01681,Jerseys,191.74
P01682,Training Gear,58.18
P01683,Accessories,86.1
P01684,Training Gear,80.1
P01685,Footwear,93.82
P01686,Training Gear,79.22
P01687,Fan Merchandise,59.21
P01688,Fan Merchandise,84.13
P01689,Training Gear,60.61
P01690,Accessories,80.59
P01691,Footwear,100.28
P01692,Accessories,35.14
P01693,Fan Merchandise,58.12
P01694,Training Gear,126.1
P01695,Accessories,81.74
P01696,Fan Merchandise,80.81
P01697,Jerseys,70.57
P01698,Jerseys,133.4
P01699,Accessories,39.08
P01700,Jerseys,173.46
P01701,Footwear,51.16
P01702,Fan Merchandise,24.83
P01703,Accessories,87.2
P01704,Accessories,45.46
P01705,Footwear,162.72
P01706,Jerseys,199.78
P01707,Fan Merchandise,45.57
P01708,Training Gear,93.68
P01709,Footwear,215.56
P01710,Fan Merchandise,66.49
P01711,Fan Merchandise,26.36
P01712,Fan Merchandise,70.71
P01713,Accessories,61.59
P01714,Jerseys,169.17
P01715,Fan Merchandise,55.69
P01716,Accessories,32.73
P01717,Jerseys,173.09
P01718,Jerseys,55.29
P01719,Accessories,98.8
P01720,Accessories,91.86
P01721,Training Gear,155.76
P01722,Jerseys,60.15
P01723,Jerseys,118.46
P01724,Training Gear,42.02
P01725,Jerseys,109.23
P01726,Footwear,104.76
P01727,Training Gear,102.85
P01728,Training Gear,80.12
P01729,Fan Merchandise,82.49
P01730,Jerseys,95.28
P01731,Accessories,51.88
P01732,Training Gear,117.49
P01733,Training Gear,57.27
P01734,Footwear,170.29
P01735,Training Gear,118.64
P01736,Accessories,81.22
P01737,Footwear,161.51
P01738,Footwear,187.14
P01739,Footwear,219.09
P01740,Training Gear,25.86
P01741,Jerseys,127.09
P01742,Fan Merchandise,71.35
P01743,Footwear,40.01
P01744,Fan Merchandise,51.8
P01745,Accessories,75.98
P01746,Training Gear,45.23
P01747,Accessories,50.08
P01748,Fan Merchandise,69.63
P01749,Accessories,16.67
P01750,Accessories,23.49
P01751,Training Gear,134.17
P01752,Accessories,90.92
P01753,Training Gear,101.84
P01754,Footwear,114.91
P01755,Fan Merchandise,19.71
P01756,Training Gear,133.22
P01757,Training Gear,52.33
P01758,Accessories,101.32
P01759,Accessories,87.58
P01760,Fan Merchandise,17.91
P01761,Jerseys,147.15
P01762,Training Gear,148.73
P01763,Jerseys,182.48
P01764,Footwear,150.4
P01765,Fan Merchandise,24.55
P01766,Jerseys,153.64
P01767,Jerseys,151.59
P01768,Jerseys,140.37
P01769,Training Gear,55.74
P01770,Accessories,100.03
P01771,Training Gear,89.37
P01772,Jerseys,98.08
P01773,Jerseys,92.01
P01774,Footwear,90.58
P01775,Jerseys,121.86
P01776,Footwear,81.55
P01777,Footwear,133.13
P01778,Accessories,29.2
P01779,Fan Merchandise,31.78
P01780,Jerseys,72.35
P01781,Accessories,45.74
P01782,Accessories,50.6
P01783,Accessories,50.37
P01784,Fan Merchandise,64.92
P01785,Fan Merchandise,47.29
P01786,Training Gear,116.41
P01787,Footwear,45.97
P01788,Accessories,53.66
P01789,Training Gear,30.75
P01790,Training Gear,83.62
P01791,Accessories,71.52
P01792,Accessories,89.67
P01793,Fan Merchandise,52.17
P01794,Training Gear,71.89
P01795,Jerseys,93.35
P01796,Footwear,212.34
P01797,Training Gear,46.16
P01798,Fan Merchandise,15.1
P01799,Footwear,62.66
P01800,Jerseys,199.64
P01801,Accessories,100.61
P01802,Fan Merchandise,35.38
P01803,Fan Merchandise,12.28
P01804,Footwear,178.1
P01805,Footwear,94.1
P01806,Fan Merchandise,13.62
P01807,Footwear,122.19
P01808,Accessories,52.42
P01809,Accessories,46.18
P01810,Jerseys,149.74
P01811,Fan Merchandise,65.0
P01812,Footwear,140.65
P01813,Fan Merchandise,13.02
P01814,Fan Merchandise,13.64
P01815,Accessories,98.17
P01816,Training Gear,44.47
P01817,Footwear,111.65
P01818,Fan Merchandise,19.56
P01819,Footwear,81.27
P01820,Training Gear,86.92
P01821,Footwear,82.4
P01822,Accessories,75.91
P01823,Footwear,106.12
P01824,Jerseys,169.33
P01825,Footwear,148.35
P01826,Footwear,85.71
P01827,Footwear,185.51
P01828,Footwear,207.78
P01829,Fan Merchandise,20.76
P01830,Accessories,76.97
P01831,Footwear,153.54
P01832,Training Gear,113.1
P01833,Fan Merchandise,14.28
P01834,Jerseys,59.08
P01835,Jerseys,97.75
P01836,Accessories,18.02
P01837,Accessories,46.61
P01838,Training Gear,141.88
P01839,Accessories,45.44
P01840,Training Gear,73.78
P01841,Fan Merchandise,31.53
P01842,Training Gear,77.87
P01843,Accessories,89.75
P01844,Fan Merchandise,72.66
P01845,Fan Merchandise,42.74
P01846,Fan Merchandise,40.97
P01847,Footwear,75.11
P01848,Footwear,215.61
P01849,Jerseys,100.09
P01850,Jerseys,104.68
P01851,Training Gear,79.04
P01852,Fan Merchandise,17.87
P01853,Footwear,99.14
P01854,Jerseys,189.93
P01855,Jerseys,65.79
P01856,Training Gear,52.15
P01857,Training Gear,48.92
P01858,Footwear,82.31
P01859,Jerseys,193.42
P01860,Training Gear,118.61
P01861,Fan Merchandise,79.14
P01862,Training Gear,139.78
P01863,Jerseys,145.59
P01864,Footwear,140.77
P01865,Fan Merchandise,49.16
P01866,Footwear,164.12
P01867,Training Gear,117.66
P01868,Fan Merchandise,55.76
P01869,Jerseys,120.1
P01870,Accessories,77.54
P01871,Fan Merchandise,23.44
P01872,Training Gear,96.32
P01873,Jerseys,130.3
P01874,Fan Merchandise,51.03
P01875,Footwear,131.95
P01876,Training Gear,124.54
P01877,Fan Merchandise,67.3
P01878,Footwear,99.32
P01879,Fan Merchandise,37.6
P01880,Fan Merchandise,13.2
P01881,Fan Merchandise,20.27
P01882,Jerseys,93.04
P01883,Fan Merchandise,67.9
P01884,Training Gear,131.3
P01885,Jerseys,90.96
P01886,Footwear,196.56
P01887,Training Gear,71.35
P01888,Accessories,89.81
P01889,Accessories,56.69
P01890,Training Gear,119.19
P01891,Footwear,104.14
P01892,Fan Merchandise,17.15
P01893,Accessories,35.41
P01894,Footwear,165.48
P01895,Training Gear,148.35
P01896,Fan Merchandise,57.87
P01897,Footwear,178.41
P01898,Training Gear,20.01
P01899,Training Gear,125.93
P01900,Fan Merchandise,72.99
P01901,Footwear,114.28
P01902,Footwear,128.9
P01903,Fan Merchandise,15.82
P01904,Training Gear,42.8
P01905,Footwear,50.17
P01906,Accessories,83.14
P01907,Footwear,183.98
P01908,Accessories,20.87
P01909,Fan Merchandise,79.28
P01910,Footwear,191.11
P01911,Fan Merchandise,54.07
P01912,Accessories,107.83
P01913,Accessories,98.25
P01914,Training Gear,49.62
P01915,Footwear,211.73
P01916,Footwear,119.73
P01917,Accessories,25.49
P01918,Accessories,30.01
P01919,Jerseys,154.21
P01920,Training Gear,158.23
P01921,Jerseys,119.56
P01922,Jerseys,138.1
P01923,Fan Merchandise,33.92
P01924,Training Gear,138.05
P01925,Accessories,21.52
P01926,Footwear,144.8
P01927,Jerseys,140.0
P01928,Jerseys,55.17
P01929,Accessories,104.06
P01930,Fan Merchandise,83.13
P01931,Jerseys,122.78
P01932,Accessories,82.56
P01933,Fan Merchandise,73.96
P01934,Jerseys,71.92
P01935,Footwear,55.23
P01936,Fan Merchandise,62.32
P01937,Footwear,140.71
P01938,Footwear,162.29
P01939,Footwear,142.96
P01940,Accessories,82.64
P01941,Accessories,25.49
P01942,Accessories,31.56
P01943,Jerseys,89.37
P01944,Accessories,51.65
P01945,Footwear,176.72
P01946,Training Gear,136.06
P01947,Training Gear,74.98
P01948,Accessories,70.2
P01949,Jerseys,97.8
P01950,Fan Merchandise,46.73
P01951,Footwear,209.36
P01952,Jerseys,94.05
P01953,Training Gear,129.89
P01954,Footwear,47.59
P01955,Footwear,102.14
P01956,Accessories,75.88
P01957,Accessories,87.6
P01958,Accessories,69.22
P01959,Footwear,196.46
P01960,Fan Merchandise,71.92
P01961,Jerseys,144.54
P01962,Training Gear,67.43
P01963,Jerseys,107.74
P01964,Footwear,150.72
P01965,Accessories,75.66
P01966,Footwear,111.03
P01967,Accessories,49.75
P01968,Jerseys,80.63
P01969,Jerseys,55.04
P01970,Footwear,123.07
P01971,Jerseys,175.47
P01972,Footwear,177.98
P01973,Jerseys,199.12
P01974,Footwear,160.49
P01975,Fan Merchandise,29.08
P01976,Fan Merchandise,61.45
P01977,Footwear,189.13
P01978,Footwear,155.38
P01979,Footwear,126.71
