CustomerID,CustomerSegment,Team_Affiliation,CustomerLifetimeValue
11653,Loyal Fan,Sharks,1341.4
11654,Loyal Fan,Eagles,2021.71
11655,Season Ticket Holder,Lions,4333.66
11656,Casual Fan,Tigers,359.66
11657,Loyal Fan,Lions,3852.62
11658,Online Shopper,Warriors,1604.37
11659,Casual Fan,Eagles,951.31
11660,Loyal Fan,Tigers,1187.54
11661,Loyal Fan,Sharks,2752.11
11662,Casual Fan,Sharks,877.45
11663,Online Shopper,Lions,2816.21
11664,Loyal Fan,Lions,2119.41
11665,Season Ticket Holder,Lions,7474.43
11666,Online Shopper,Sharks,1121.29
11667,Online Shopper,Lions,1863.14
11668,Loyal Fan,Lions,3766.31
11669,Loyal Fan,Tigers,2800.23
11670,Online Shopper,Bulls,2220.13
11671,Casual Fan,Bulls,1326.38
11672,Casual Fan,Sharks,1395.59
11673,Online Shopper,Lions,862.34
11674,Loyal Fan,Lions,1426.68
11675,Online Shopper,Warriors,1786.29
11676,Season Ticket Holder,Eagles,8968.61
11677,Online Shopper,Tigers,1623.41
11678,Casual Fan,Warriors,563.27
11679,Online Shopper,Lions,1750.61
11680,Casual Fan,Eagles,190.15
11681,Online Shopper,Sharks,778.46
11682,Online Shopper,Warriors,702.09
11683,Online Shopper,Bulls,375.37
11684,Loyal Fan,Sharks,3111.08
11685,Loyal Fan,Bulls,1841.52
11686,Loyal Fan,Sharks,1339.32
11687,Casual Fan,Tigers,817.14
11688,Casual Fan,Lions,552.82
11689,Casual Fan,Warriors,650.22
11690,Casual Fan,Eagles,541.74
11691,Online Shopper,Sharks,310.76
11692,Season Ticket Holder,Lions,6818.3
11693,Loyal Fan,Eagles,1154.21
11694,Online Shopper,Eagles,891.68
11695,Online Shopper,Warriors,813.86
11696,Casual Fan,Lions,563.91
11697,Loyal Fan,Eagles,1312.63
11698,Online Shopper,Eagles,1236.77
11699,Season Ticket Holder,Warriors,3702.85
11700,Online Shopper,Tigers,465.28
11701,Season Ticket Holder,Warriors,8093.94
11702,Season Ticket Holder,Bulls,4139.07
11703,Casual Fan,Warriors,233.4
11704,Casual Fan,Sharks,830.14
11705,Casual Fan,Warriors,272.59
11706,Season Ticket Holder,Sharks,7411.65
11707,Loyal Fan,Eagles,997.05
11708,Casual Fan,Lions,750.49
11709,Online Shopper,Bulls,2848.33
11710,Loyal Fan,Lions,1308.7
11711,Online Shopper,Lions,843.7
11712,Casual Fan,Warriors,940.65
11713,Season Ticket Holder,Warriors,8858.98
11714,Online Shopper,Tigers,1341.76
11715,Casual Fan,Sharks,1008.1
11716,Online Shopper,Tigers,711.26
11717,Casual Fan,Tigers,997.96
11718,Casual Fan,Warriors,453.73
11719,Online Shopper,Warriors,1955.88
11720,Online Shopper,Warriors,539.39
11721,Loyal Fan,Lions,2479.9
11722,Loyal Fan,Warriors,1559.7
11723,Online Shopper,Eagles,2140.61
11724,Casual Fan,Bulls,1146.74
11725,Casual Fan,Tigers,1287.4
11726,Loyal Fan,Tigers,3975.67
11727,Casual Fan,Bulls,743.1
11728,Online Shopper,Lions,2110.6
11729,Loyal Fan,Sharks,858.96
11730,Casual Fan,Sharks,1367.12
11731,Season Ticket Holder,Lions,6310.2
11732,Loyal Fan,Bulls,2148.3
11733,Online Shopper,Bulls,1472.64
11734,Loyal Fan,Sharks,3225.59
11735,Online Shopper,Tigers,2550.37
11736,Online Shopper,Bulls,2481.34
11737,Online Shopper,Bulls,1678.58
11738,Loyal Fan,Bulls,1987.67
11739,Casual Fan,Bulls,1423.76
11740,Online Shopper,Lions,2012.34
11741,Loyal Fan,Eagles,2539.69
11742,Loyal Fan,Lions,2714.62
11743,Loyal Fan,Sharks,2815.57
11744,Season Ticket Holder,Tigers,6991.51
11745,Online Shopper,Warriors,1793.6
11746,Casual Fan,Sharks,1325.5
11747,Online Shopper,Sharks,2621.23
11748,Casual Fan,Eagles,719.16
11749,Casual Fan,Bulls,335.95
11750,Casual Fan,Sharks,907.32
11751,Casual Fan,Eagles,969.04
11752,Loyal Fan,Warriors,2474.81
11753,Online Shopper,Tigers,2704.56
11754,Online Shopper,Tigers,551.15
11755,Casual Fan,Sharks,502.39
11756,Casual Fan,Eagles,1312.11
11757,Loyal Fan,Lions,3806.12
11758,Season Ticket Holder,Warriors,4981.48
11759,Season Ticket Holder,Bulls,3348.51
11760,Season Ticket Holder,Bulls,4942.31
11761,Casual Fan,Sharks,738.63
11762,Loyal Fan,Eagles,2462.62
11763,Loyal Fan,Warriors,1677.93
11764,Loyal Fan,Tigers,1800.41
11765,Loyal Fan,Eagles,2897.88
11766,Loyal Fan,Lions,2789.74
11767,Season Ticket Holder,Sharks,6634.72
11768,Loyal Fan,Sharks,2007.31
11769,Loyal Fan,Sharks,1876.66
11770,Online Shopper,Bulls,1249.15
11771,Casual Fan,Eagles,1431.65
11772,Online Shopper,Sharks,1367.16
11773,Casual Fan,Eagles,948.59
11774,Online Shopper,Sharks,1711.68
11775,Casual Fan,Warriors,1326.71
11776,Casual Fan,Lions,616.76
11777,Online Shopper,Eagles,1472.19
11778,Casual Fan,Eagles,1279.91
11779,Casual Fan,Lions,325.34
11780,Casual Fan,Sharks,932.01
11781,Loyal Fan,Warriors,2079.71
11782,Online Shopper,Eagles,2961.64
11783,Loyal Fan,Sharks,3108.43
11784,Loyal Fan,Eagles,833.78
11785,Loyal Fan,Eagles,3486.32
11786,Online Shopper,Eagles,2198.59
11787,Casual Fan,Warriors,885.35
11788,Online Shopper,Warriors,937.55
11789,Online Shopper,Warriors,703.15
11790,Loyal Fan,Bulls,2810.88
11791,Online Shopper,Lions,1487.84
11792,Casual Fan,Sharks,1306.27
11793,Loyal Fan,Lions,1639.6
11794,Online Shopper,Warriors,2021.3
11795,Season Ticket Holder,Lions,3741.9
11796,Loyal Fan,Warriors,2836.21
11797,Casual Fan,Tigers,167.68
11798,Loyal Fan,Warriors,2053.46
11799,Casual Fan,Tigers,341.76
11800,Casual Fan,Warriors,948.31
11801,Casual Fan,Sharks,543.42
11802,Casual Fan,Warriors,1180.15
11803,Loyal Fan,Bulls,1166.7
11804,Online Shopper,Tigers,1801.78
11805,Online Shopper,Warriors,1902.93
11806,Online Shopper,Eagles,359.68
11807,Loyal Fan,Eagles,915.15
11808,Casual Fan,Bulls,531.54
11809,Casual Fan,Bulls,952.71
11810,Loyal Fan,Tigers,3880.42
11811,Loyal Fan,Eagles,1090.51
11812,Casual Fan,Warriors,1084.43
11813,Online Shopper,Tigers,2170.33
11814,Loyal Fan,Bulls,2942.32
11815,Online Shopper,Sharks,1693.6
11816,Casual Fan,Eagles,1453.56
11817,Online Shopper,Tigers,1654.79
11818,Casual Fan,Bulls,1273.62
11819,Casual Fan,Eagles,467.53
11820,Casual Fan,Warriors,1228.83
11821,Season Ticket Holder,Tigers,8975.82
11822,Casual Fan,Bulls,1374.12
11823,Casual Fan,Warriors,525.7
11824,Casual Fan,Lions,1284.62
11825,Online Shopper,Warriors,557.19
11826,Loyal Fan,Lions,2968.66
11827,Casual Fan,Eagles,579.0
11828,Casual Fan,Bulls,1022.14
11829,Season Ticket Holder,Eagles,4885.74
11830,Casual Fan,Bulls,112.65
11831,Casual Fan,Tigers,423.79
11832,Season Ticket Holder,Warriors,2296.7
11833,Casual Fan,Eagles,698.18
11834,Loyal Fan,Lions,3488.23
11835,Loyal Fan,Tigers,3161.59
11836,Loyal Fan,Warriors,3324.52
11837,Loyal Fan,Warriors,3383.04
11838,Casual Fan,Tigers,620.72
11839,Online Shopper,Tigers,1666.27
11840,Online Shopper,Eagles,1672.82
11841,Loyal Fan,Bulls,1162.27
11842,Casual Fan,Bulls,937.4
11843,Loyal Fan,Lions,3104.58
11844,Season Ticket Holder,Eagles,6276.77
11845,Loyal Fan,Warriors,3187.09
11846,Casual Fan,Sharks,266.45
11847,Casual Fan,Sharks,1165.97
11848,Casual Fan,Bulls,391.4
11849,Casual Fan,Eagles,1327.56
11850,Online Shopper,Bulls,961.31
11851,Loyal Fan,Lions,2374.38
11852,Season Ticket Holder,Bulls,5410.86
11853,Casual Fan,Warriors,476.39
11854,Online Shopper,Eagles,1276.62
11855,Online Shopper,Eagles,801.11
11856,Season Ticket Holder,Tigers,5990.7
11857,Loyal Fan,Eagles,3721.69
11858,Loyal Fan,Bulls,1813.14
11859,Loyal Fan,Eagles,2425.8
11860,Loyal Fan,Bulls,3558.02
11861,Casual Fan,Tigers,733.5
11862,Season Ticket Holder,Lions,7818.82
11863,Season Ticket Holder,Tigers,5124.73
11864,Casual Fan,Warriors,716.34
11865,Casual Fan,Sharks,320.14
11866,Online Shopper,Sharks,637.44
11867,Season Ticket Holder,Lions,6280.48
11868,Loyal Fan,Tigers,3447.47
11869,Casual Fan,Lions,289.57
11870,Online Shopper,Eagles,2757.25
11871,Casual Fan,Bulls,602.43
11872,Casual Fan,Tigers,695.36
11873,Season Ticket Holder,Tigers,8261.17
11874,Season Ticket Holder,Warriors,8274.08
11875,Season Ticket Holder,Tigers,5674.01
11876,Online Shopper,Sharks,1047.27
11877,Loyal Fan,Lions,1350.21
11878,Casual Fan,Bulls,480.21
11879,Casual Fan,Warriors,1192.88
11880,Casual Fan,Tigers,554.43
11881,Casual Fan,Lions,1072.39
11882,Casual Fan,Sharks,373.28
11883,Casual Fan,Sharks,769.91
11884,Online Shopper,Sharks,1250.69
11885,Casual Fan,Warriors,805.06
11886,Casual Fan,Sharks,897.92
11887,Loyal Fan,Warriors,3970.99
11888,Loyal Fan,Eagles,3679.66
11889,Online Shopper,Tigers,2178.84
11890,Casual Fan,Eagles,315.24
11891,Loyal Fan,Bulls,3740.89
11892,Online Shopper,Eagles,2709.98
11893,Casual Fan,Tigers,1341.38
11894,Loyal Fan,Sharks,2332.85
11895,Casual Fan,Tigers,338.99
11896,Loyal Fan,Eagles,3214.09
11897,Online Shopper,Bulls,1348.99
11898,Loyal Fan,Bulls,1902.62
11899,Loyal Fan,Bulls,2050.5
11900,Loyal Fan,Sharks,2589.03
11901,Casual Fan,Warriors,566.93
11902,Loyal Fan,Warriors,3007.75
11903,Online Shopper,Sharks,2048.85
11904,Loyal Fan,Lions,2428.36
11905,Casual Fan,Bulls,175.56
11906,Casual Fan,Warriors,1411.16
11907,Casual Fan,Warriors,676.37
11908,Loyal Fan,Tigers,2238.25
11909,Online Shopper,Eagles,1531.29
11910,Online Shopper,Bulls,1285.58
11911,Loyal Fan,Eagles,2958.68
11912,Loyal Fan,Bulls,844.54
11913,Season Ticket Holder,Warriors,8114.56
11914,Casual Fan,Eagles,243.41
11915,Loyal Fan,Eagles,3999.08
11916,Loyal Fan,Lions,2809.86
11917,Online Shopper,Lions,478.87
11918,Online Shopper,Sharks,1818.58
11919,Casual Fan,Lions,563.83
11920,Season Ticket Holder,Lions,8671.3
11921,Casual Fan,Bulls,1157.66
11922,Casual Fan,Warriors,809.82
11923,Casual Fan,Tigers,701.69
11924,Casual Fan,Bulls,1494.22
11925,Loyal Fan,Warriors,2935.63
11926,Loyal Fan,Eagles,2444.58
11927,Casual Fan,Bulls,657.12
11928,Online Shopper,Lions,1176.37
11929,Loyal Fan,Lions,3057.34
11930,Casual Fan,Bulls,923.04
11931,Casual Fan,Sharks,1287.46
11932,Casual Fan,Warriors,874.99
11933,Online Shopper,Tigers,1872.29
11934,Online Shopper,Lions,1588.86
11935,Online Shopper,Bulls,2359.08
11936,Loyal Fan,Warriors,2127.97
11937,Casual Fan,Eagles,1292.72
11938,Casual Fan,Tigers,557.86
11939,Loyal Fan,Eagles,3016.4
11940,Loyal Fan,Lions,3657.51
11941,Loyal Fan,Bulls,3261.04
11942,Casual Fan,Tigers,579.65
11943,Casual Fan,Tigers,1088.87
11944,Loyal Fan,Bulls,1462.35
11945,Online Shopper,Tigers,457.05
11946,Season Ticket Holder,Eagles,7539.67
11947,Loyal Fan,Tigers,3385.63
11948,Season Ticket Holder,Sharks,2160.52
11949,Loyal Fan,Sharks,3832.94
11950,Season Ticket Holder,Warriors,5121.3
11951,Season Ticket Holder,Eagles,8336.91
11952,Loyal Fan,Sharks,3322.16
11953,Online Shopper,Sharks,2731.76
11954,Season Ticket Holder,Sharks,7833.63
11955,Season Ticket Holder,Warriors,8817.97
11956,Season Ticket Holder,Tigers,6403.71
11957,Casual Fan,Eagles,418.16
11958,Loyal Fan,Eagles,2046.6
11959,Online Shopper,Warriors,2330.07
11960,Casual Fan,Lions,319.76
11961,Casual Fan,Eagles,1401.78
11962,Casual Fan,Lions,387.39
11963,Casual Fan,Tigers,1326.36
11964,Loyal Fan,Lions,2347.92
11965,Online Shopper,Warriors,2569.67
11966,Loyal Fan,Lions,3866.55
11967,Online Shopper,Tigers,1439.8
11968,Online Shopper,Eagles,2180.83
11969,Casual Fan,Bulls,417.4
11970,Casual Fan,Lions,1221.1
11971,Casual Fan,Tigers,1247.9
11972,Season Ticket Holder,Eagles,4066.72
11973,Online Shopper,Lions,365.18
11974,Casual Fan,Warriors,703.69
11975,Loyal Fan,Tigers,1344.0
11976,Loyal Fan,Tigers,3419.36
11977,Casual Fan,Sharks,465.54
11978,Season Ticket Holder,Sharks,8605.85
11979,Online Shopper,Sharks,2923.88
11980,Loyal Fan,Bulls,3708.27
11981,Online Shopper,Sharks,1918.96
11982,Casual Fan,Tigers,474.4
11983,Online Shopper,Tigers,2479.6
11984,Loyal Fan,Warriors,3045.11
11985,Casual Fan,Eagles,1468.04
11986,Season Ticket Holder,Sharks,4640.76
11987,Loyal Fan,Eagles,988.06
11988,Online Shopper,Bulls,2995.64
11989,Season Ticket Holder,Sharks,7867.85
11990,Loyal Fan,Bulls,1508.77
11991,Loyal Fan,Eagles,3122.01
11992,Online Shopper,Tigers,301.86
11993,Casual Fan,Sharks,880.93
11994,Loyal Fan,Tigers,1961.08
11995,Casual Fan,Warriors,633.87
11996,Online Shopper,Bulls,960.2
11997,Loyal Fan,Sharks,1679.5
11998,Casual Fan,Tigers,736.54
11999,Online Shopper,Eagles,969.99
12000,Casual Fan,Lions,753.02
12001,Online Shopper,Eagles,1858.84
12002,Casual Fan,Tigers,1095.56
12003,Season Ticket Holder,Sharks,6740.02
12004,Online Shopper,Warriors,953.37
12005,Loyal Fan,Sharks,925.41
12006,Online Shopper,Bulls,2548.24
12007,Casual Fan,Bulls,1321.24
12008,Loyal Fan,Sharks,3932.45
12009,Loyal Fan,Lions,3871.08
12010,Online Shopper,Sharks,2011.3
12011,Loyal Fan,Eagles,3661.67
12012,Loyal Fan,Eagles,2233.63
12013,Loyal Fan,Eagles,3319.47
12014,Casual Fan,Sharks,1437.47
12015,Casual Fan,Tigers,1214.79
12016,Casual Fan,Lions,682.07
12017,Loyal Fan,Tigers,2008.83
12018,Loyal Fan,Eagles,1732.94
12019,Casual Fan,Lions,613.89
12020,Casual Fan,Sharks,1248.81
12021,Online Shopper,Eagles,2194.05
12022,Loyal Fan,Bulls,1599.61
12023,Loyal Fan,Tigers,3076.91
12024,Loyal Fan,Eagles,2014.07
12025,Casual Fan,Sharks,880.88
12026,Casual Fan,Tigers,618.52
12027,Online Shopper,Sharks,1708.4
12028,Casual Fan,Warriors,1121.73
12029,Casual Fan,Warriors,1123.58
12030,Casual Fan,Tigers,1154.46
12031,Loyal Fan,Sharks,2051.32
12032,Casual Fan,Tigers,1066.69
12033,Casual Fan,Warriors,434.2
12034,Casual Fan,Lions,768.4
12035,Loyal Fan,Sharks,2665.94
12036,Online Shopper,Bulls,2153.5
12037,Season Ticket Holder,Lions,8383.97
12038,Loyal Fan,Eagles,1775.26
12039,Casual Fan,Tigers,1283.4
12040,Online Shopper,Eagles,1140.04
12041,Loyal Fan,Lions,2566.11
12042,Online Shopper,Warriors,2535.87
12043,Casual Fan,Warriors,1112.41
12044,Season Ticket Holder,Tigers,8040.09
12045,Season Ticket Holder,Lions,7704.17
12046,Loyal Fan,Tigers,1684.31
12047,Casual Fan,Bulls,1490.11
12048,Casual Fan,Bulls,1411.8
12049,Loyal Fan,Eagles,2176.56
12050,Casual Fan,Eagles,166.09
12051,Season Ticket Holder,Warriors,4124.48
12052,Loyal Fan,Lions,3475.69
12053,Casual Fan,Warriors,1431.22
12054,Online Shopper,Eagles,2545.51
12055,Casual Fan,Sharks,655.44
12056,Casual Fan,Eagles,179.15
12057,Season Ticket Holder,Tigers,5623.08
12058,Casual Fan,Sharks,626.94
12059,Loyal Fan,Lions,1193.51
12060,Loyal Fan,Sharks,1138.73
12061,Season Ticket Holder,Bulls,3071.26
12062,Loyal Fan,Bulls,1458.64
12063,Casual Fan,Lions,1155.3
12064,Loyal Fan,Tigers,2021.45
12065,Casual Fan,Bulls,711.71
12066,Season Ticket Holder,Bulls,6188.67
12067,Casual Fan,Sharks,1444.19
12068,Season Ticket Holder,Tigers,7295.28
12069,Loyal Fan,Warriors,2866.28
12070,Casual Fan,Bulls,1141.36
12071,Online Shopper,Sharks,2242.09
12072,Casual Fan,Warriors,1066.35
12073,Loyal Fan,Lions,2388.5
12074,Online Shopper,Tigers,1830.49
12075,Casual Fan,Warriors,746.09
12076,Casual Fan,Lions,652.94
12077,Season Ticket Holder,Tigers,3895.38
12078,Loyal Fan,Bulls,1936.68
12079,Casual Fan,Warriors,699.94
12080,Loyal Fan,Sharks,2654.01
12081,Casual Fan,Tigers,799.83
12082,Loyal Fan,Sharks,1145.44
12083,Online Shopper,Warriors,1217.93
12084,Loyal Fan,Sharks,2003.82
12085,Online Shopper,Eagles,2208.7
12086,Loyal Fan,Bulls,1865.25
12087,Casual Fan,Eagles,111.14
12088,Casual Fan,Lions,218.07
12089,Online Shopper,Sharks,1641.9
12090,Casual Fan,Warriors,363.89
12091,Casual Fan,Sharks,792.47
12092,Online Shopper,Sharks,1850.35
12093,Casual Fan,Bulls,1406.81
12094,Loyal Fan,Warriors,2897.86
12095,Season Ticket Holder,Sharks,2217.29
12096,Casual Fan,Bulls,633.02
12097,Loyal Fan,Bulls,3339.06
12098,Casual Fan,Tigers,464.79
12099,Loyal Fan,Lions,3759.91
12100,Loyal Fan,Bulls,2492.83
12101,Online Shopper,Bulls,549.61
12102,Loyal Fan,Sharks,1573.35
12103,Online Shopper,Bulls,2747.01
12104,Season Ticket Holder,Lions,8940.22
12105,Casual Fan,Sharks,1308.22
12106,Online Shopper,Tigers,1165.83
12107,Online Shopper,Lions,2375.81
12108,Season Ticket Holder,Eagles,3555.59
12109,Casual Fan,Warriors,638.33
12110,Loyal Fan,Tigers,3030.94
12111,Casual Fan,Bulls,1456.46
12112,Casual Fan,Tigers,714.88
12113,Loyal Fan,Lions,2386.68
12114,Casual Fan,Lions,408.24
12115,Loyal Fan,Warriors,2090.31
12116,Season Ticket Holder,Tigers,2441.13
12117,Loyal Fan,Warriors,3547.47
12118,Loyal Fan,Sharks,874.67
12119,Loyal Fan,Bulls,2987.28
12120,Loyal Fan,Tigers,1674.31
12121,Loyal Fan,Tigers,2323.55
12122,Loyal Fan,Tigers,1700.99
12123,Loyal Fan,Lions,2080.23
12124,Loyal Fan,Tigers,2549.69
12125,Casual Fan,Bulls,997.25
12126,Casual Fan,Bulls,1416.4
12127,Casual Fan,Warriors,565.08
12128,Casual Fan,Eagles,918.8
12129,Loyal Fan,Warriors,3685.51
12130,Loyal Fan,Warriors,1728.74
12131,Loyal Fan,Bulls,3568.16
12132,Online Shopper,Lions,2885.4
12133,Season Ticket Holder,Warriors,7932.46
12134,Season Ticket Holder,Bulls,5989.02
12135,Casual Fan,Warriors,1110.96
12136,Casual Fan,Lions,773.49
12137,Casual Fan,Eagles,936.16
12138,Online Shopper,Eagles,2931.08
12139,Online Shopper,Sharks,978.03
12140,Online Shopper,Bulls,2439.88
12141,Online Shopper,Lions,1666.83
12142,Casual Fan,Warriors,347.62
12143,Online Shopper,Sharks,2037.55
12144,Online Shopper,Warriors,2439.55
12145,Casual Fan,Eagles,896.26
12146,Season Ticket Holder,Lions,7862.03
12147,Loyal Fan,Sharks,1970.78
12148,Season Ticket Holder,Eagles,8396.38
12149,Online Shopper,Warriors,2050.46
12150,Loyal Fan,Eagles,3370.11
12151,Online Shopper,Lions,1037.06
12152,Loyal Fan,Sharks,2227.61
12153,Online Shopper,Bulls,2755.97
12154,Online Shopper,Eagles,437.42
12155,Casual Fan,Bulls,665.57
12156,Online Shopper,Eagles,2406.86
12157,Loyal Fan,Eagles,3180.21
12158,Loyal Fan,Sharks,3525.19
12159,Casual Fan,Tigers,1135.15
12160,Loyal Fan,Bulls,3830.69
12161,Casual Fan,Eagles,797.56
12162,Loyal Fan,Bulls,2797.73
12163,Casual Fan,Lions,1286.79
12164,Casual Fan,Bulls,1082.37
12165,Online Shopper,Tigers,575.55
12166,Loyal Fan,Sharks,1974.39
12167,Online Shopper,Tigers,1792.0
12168,Casual Fan,Warriors,1156.6
12169,Casual Fan,Tigers,860.99
12170,Casual Fan,Sharks,1188.57
12171,Casual Fan,Sharks,1272.65
12172,Loyal Fan,Sharks,1648.41
12173,Casual Fan,Lions,962.54
12174,Loyal Fan,Warriors,2582.75
12175,Casual Fan,Lions,418.24
12176,Casual Fan,Eagles,785.83
12177,Casual Fan,Sharks,868.0
12178,Online Shopper,Lions,2506.82
12179,Loyal Fan,Eagles,2275.17
12180,Season Ticket Holder,Bulls,2566.41
12181,Online Shopper,Tigers,1615.7
12182,Season Ticket Holder,Lions,7865.66
12183,Online Shopper,Sharks,1842.39
12184,Loyal Fan,Lions,1820.37
12185,Casual Fan,Bulls,1389.36
12186,Loyal Fan,Sharks,1298.08
12187,Online Shopper,Tigers,1182.57
12188,Casual Fan,Warriors,711.99
12189,Loyal Fan,Sharks,3161.53
12190,Season Ticket Holder,Warriors,7850.23
12191,Loyal Fan,Eagles,987.39
12192,Casual Fan,Lions,1208.85
12193,Online Shopper,Eagles,2245.43
12194,Loyal Fan,Bulls,3662.89
12195,Casual Fan,Sharks,1360.62
12196,Online Shopper,Bulls,2399.32
12197,Loyal Fan,Warriors,1408.65
12198,Casual Fan,Lions,539.42
12199,Loyal Fan,Warriors,3796.22
12200,Online Shopper,Tigers,1915.07
12201,Loyal Fan,Bulls,2524.03
12202,Season Ticket Holder,Warriors,8409.97
12203,Online Shopper,Tigers,2660.34
12204,Loyal Fan,Lions,3127.99
12205,Casual Fan,Warriors,1335.15
12206,Casual Fan,Bulls,259.37
12207,Online Shopper,Warriors,2345.37
12208,Casual Fan,Eagles,1451.9
12209,Loyal Fan,Lions,956.73
12210,Loyal Fan,Eagles,1513.75
12211,Season Ticket Holder,Tigers,7557.78
12212,Casual Fan,Eagles,828.07
12213,Online Shopper,Bulls,533.87
12214,Casual Fan,Warriors,475.14
12215,Season Ticket Holder,Lions,4268.42
12216,Loyal Fan,Bulls,1827.4
12217,Loyal Fan,Warriors,3608.55
12218,Season Ticket Holder,Eagles,6634.26
12219,Season Ticket Holder,Tigers,7144.42
12220,Casual Fan,Bulls,119.0
12221,Casual Fan,Eagles,698.52
12222,Casual Fan,Tigers,544.95
12223,Casual Fan,Sharks,1292.7
12224,Loyal Fan,Bulls,3852.38
12225,Online Shopper,Eagles,1443.02
12226,Loyal Fan,Bulls,3913.79
12227,Online Shopper,Eagles,338.77
12228,Loyal Fan,Bulls,1842.3
12229,Loyal Fan,Sharks,3279.78
12230,Online Shopper,Bulls,1272.27
12231,Casual Fan,Bulls,1389.35
12232,Online Shopper,Tigers,889.86
12233,Loyal Fan,Sharks,3346.13
12234,Season Ticket Holder,Sharks,3411.92
12235,Online Shopper,Sharks,832.18
12236,Online Shopper,Lions,1503.52
12237,Loyal Fan,Tigers,3823.81
12238,Casual Fan,Lions,919.64
12239,Casual Fan,Eagles,989.05
12240,Casual Fan,Tigers,113.63
12241,Loyal Fan,Lions,981.17
12242,Loyal Fan,Lions,1014.19
12243,Casual Fan,Warriors,1247.5
12244,Loyal Fan,Tigers,1557.93
12245,Casual Fan,Eagles,560.37
12246,Loyal Fan,Tigers,2751.85
12247,Loyal Fan,Tigers,2668.65
12248,Casual Fan,Bulls,674.74
12249,Casual Fan,Sharks,106.02
12250,Casual Fan,Tigers,729.44
12251,Casual Fan,Bulls,1134.44
12252,Online Shopper,Tigers,935.15
12253,Casual Fan,Eagles,1091.7
12254,Casual Fan,Warriors,121.21
12255,Season Ticket Holder,Bulls,8356.05
12256,Casual Fan,Lions,1430.05
12257,Season Ticket Holder,Bulls,2017.23
12258,Online Shopper,Warriors,1536.11
12259,Loyal Fan,Warriors,2124.23
12260,Casual Fan,Lions,1278.64
12261,Online Shopper,Sharks,1759.95
12262,Season Ticket Holder,Sharks,6279.56
12263,Casual Fan,Sharks,383.51
12264,Loyal Fan,Eagles,1046.61
12265,Casual Fan,Sharks,1069.26
12266,Loyal Fan,Bulls,2786.16
12267,Online Shopper,Sharks,2547.29
12268,Casual Fan,Lions,1282.56
12269,Online Shopper,Sharks,2003.8
12270,Online Shopper,Sharks,1753.58
12271,Casual Fan,Bulls,1379.61
12272,Casual Fan,Eagles,1221.77
12273,Online Shopper,Sharks,2682.55
12274,Online Shopper,Bulls,2988.77
12275,Online Shopper,Eagles,1389.47
12276,Loyal Fan,Lions,3094.19
12277,Casual Fan,Eagles,1063.29
12278,Loyal Fan,Warriors,1357.26
12279,Online Shopper,Tigers,2018.68
12280,Casual Fan,Sharks,699.32
12281,Casual Fan,Lions,730.89
12282,Loyal Fan,Bulls,1376.44
12283,Casual Fan,Sharks,1142.64
12284,Online Shopper,Tigers,2184.44
12285,Loyal Fan,Eagles,2503.33
12286,Loyal Fan,Warriors,1301.5
12287,Online Shopper,Sharks,1803.53
12288,Online Shopper,Eagles,570.36
12289,Loyal Fan,Lions,1885.99
12290,Loyal Fan,Sharks,1991.55
12291,Season Ticket Holder,Tigers,8183.98
12292,Online Shopper,Eagles,1422.02
12293,Casual Fan,Bulls,937.86
12294,Casual Fan,Warriors,1324.69
12295,Loyal Fan,Warriors,2162.43
12296,Loyal Fan,Bulls,3627.85
12297,Online Shopper,Sharks,668.45
12298,Loyal Fan,Bulls,1967.5
12299,Loyal Fan,Warriors,1103.13
12300,Online Shopper,Sharks,1814.51
12301,Season Ticket Holder,Sharks,8700.97
12302,Online Shopper,Bulls,2073.77
12303,Casual Fan,Bulls,976.51
12304,Casual Fan,Bulls,489.42
12305,Casual Fan,Eagles,1403.55
12306,Casual Fan,Lions,760.15
12307,Casual Fan,Warriors,473.8
12308,Casual Fan,Tigers,1482.78
12309,Casual Fan,Eagles,692.37
12310,Online Shopper,Bulls,1303.05
12311,Season Ticket Holder,Sharks,2244.73
12312,Loyal Fan,Tigers,1370.54
12313,Casual Fan,Eagles,1232.87
12314,Loyal Fan,Bulls,2344.62
12315,Casual Fan,Sharks,1436.82
12316,Loyal Fan,Sharks,1068.43
12317,Loyal Fan,Warriors,2771.02
12318,Online Shopper,Warriors,2243.96
12319,Casual Fan,Warriors,969.66
12320,Season Ticket Holder,Bulls,5709.14
12321,Loyal Fan,Sharks,2650.55
12322,Loyal Fan,Warriors,3006.56
12323,Casual Fan,Tigers,1308.57
12324,Loyal Fan,Tigers,1876.3
12325,Loyal Fan,Sharks,2270.89
12326,Season Ticket Holder,Eagles,6451.37
12327,Loyal Fan,Tigers,1805.49
12328,Loyal Fan,Lions,1372.11
12329,Casual Fan,Bulls,1452.64
12330,Casual Fan,Bulls,372.62
12331,Casual Fan,Warriors,425.83
12332,Casual Fan,Bulls,966.16
12333,Online Shopper,Tigers,508.89
12334,Loyal Fan,Lions,908.95
12335,Casual Fan,Bulls,189.62
12336,Online Shopper,Sharks,632.81
12337,Online Shopper,Tigers,1458.83
12338,Casual Fan,Sharks,1260.96
12339,Casual Fan,Eagles,578.76
12340,Loyal Fan,Warriors,2168.1
12341,Loyal Fan,Warriors,2720.8
12342,Loyal Fan,Warriors,1766.86
12343,Online Shopper,Bulls,1467.85
