TransactionID,Region,CustomerID,CustomerSegment,Team_Affiliation,ProductID,Category,Quantity,UnitPrice,Revenue,InventoryUnits,UnitsSold,SellThroughRatePct,CustomerLifetimeValue
1295,West,5301,Loyal Fan,Eagles,P00111,Jerseys,2,19.45,38.9,55,2,3.64,4039.31
1296,South,9315,Casual Fan,Lions,P03806,Jerseys,4,88.87,355.48,499,4,0.8,3654.65
1297,East,6329,Season Ticket Holder,Warriors,P00583,Footwear,3,94.82,284.46,363,1,0.28,2634.88
1298,North,7881,Online Shopper,Warriors,P03368,Jerseys,2,131.95,263.9,69,2,2.9,1939.58
1299,North,4964,Season Ticket Holder,Lions,P04759,Accessories,4,76.3,305.2,170,4,2.35,2927.79
1300,South,6189,Online Shopper,Bulls,P01018,Jerseys,5,131.41,657.05,411,5,1.22,1981.37
1301,East,2964,Online Shopper,Sharks,P04215,Footwear,3,82.03,246.09,61,3,4.92,3318.37
1302,West,7482,Casual Fan,Tigers,P02099,Jerseys,4,92.63,370.52,59,4,6.78,4255.37
1303,East,4497,Casual Fan,Sharks,P02351,Footwear,4,85.26,341.04,353,4,1.13,3156.11
1304,South,8341,Casual Fan,Sharks,P04677,Jerseys,4,52.06,208.24,408,4,0.98,713.35
1305,South,8380,Online Shopper,Sharks,P01785,Jerseys,5,128.11,640.55,432,5,1.16,2961.93
1306,East,2220,Online Shopper,Bulls,P03363,Jerseys,2,133.8,267.6,57,2,3.51,2350.25
1307,West,6944,Season Ticket Holder,Sharks,P04889,Fan Merchandise,2,128.78,257.56,467,2,0.43,4670.26
1308,West,9466,Loyal Fan,Tigers,P00046,Jerseys,3,25.02,75.06,52,3,5.77,2980.75
1309,North,7081,Online Shopper,Eagles,P00831,Training Gear,5,103.31,516.55,98,5,5.1,3727.17
1310,West,1157,Season Ticket Holder,Lions,P03682,Jerseys,2,72.17,144.34,452,2,0.44,3124.11
1311,East,3040,Season Ticket Holder,Sharks,P01237,Jerseys,3,23.69,71.07,163,3,1.84,4986.65
1312,South,5279,Online Shopper,Sharks,P00268,Footwear,2,18.65,37.3,287,2,0.7,4058.5
1313,North,9449,Online Shopper,Lions,P02449,Footwear,1,107.7,107.7,216,1,0.46,3966.59
1314,North,4172,Casual Fan,Lions,P00302,Fan Merchandise,5,65.67,328.35,492,2,0.41,2416.8
1315,South,7433,Casual Fan,Eagles,P02533,Fan Merchandise,1,63.5,63.5,116,1,0.86,4503.69
1316,West,8712,Casual Fan,Warriors,P00272,Training Gear,2,39.83,79.66,375,2,0.53,2994.27
1317,South,3779,Season Ticket Holder,Eagles,P00696,Accessories,2,94.3,188.6,288,2,0.69,2739.7
1318,West,9758,Casual Fan,Warriors,P02689,Footwear,1,30.78,30.78,83,1,1.2,3016.27
1319,South,4280,Online Shopper,Bulls,P01452,Footwear,5,10.57,52.85,451,2,0.44,3788.27
1320,East,7090,Casual Fan,Tigers,P01793,Fan Merchandise,3,11.97,35.91,199,3,1.51,168.84
1321,West,3987,Online Shopper,Eagles,P03803,Accessories,4,61.5,246,101,4,3.96,2959.38
1322,East,1122,Online Shopper,Tigers,P02185,Accessories,1,110.63,110.63,316,1,0.32,4297.84
1323,North,7111,Loyal Fan,Lions,P01888,Jerseys,5,94.36,471.8,243,5,2.06,1900.86
1324,South,7930,Loyal Fan,Eagles,P04632,Jerseys,5,45.1,225.5,237,5,2.11,1061.63
1325,North,2777,Casual Fan,Bulls,P02091,Fan Merchandise,4,24.27,97.08,329,4,1.22,674.19
1326,North,4058,Online Shopper,Lions,P04347,Footwear,3,60.66,181.98,56,3,5.36,2926.22
1327,North,9702,Loyal Fan,Bulls,P03372,Footwear,3,135.5,406.5,120,3,2.5,1861.69
1328,North,7220,Season Ticket Holder,Bulls,P03948,Jerseys,2,58.56,117.12,101,2,1.98,3815.47
1329,South,9644,Loyal Fan,Sharks,P00656,Training Gear,2,26.8,53.6,393,2,0.51,4135.93
1330,North,2483,Casual Fan,Lions,P03728,Jerseys,1,134.76,134.76,81,1,1.23,4499.13
1331,South,1662,Season Ticket Holder,Bulls,P00289,Training Gear,3,55.36,166.08,101,3,2.97,142.4
1332,South,4731,Season Ticket Holder,Sharks,P01729,Jerseys,1,118.07,118.07,262,1,0.38,4087.7
1333,East,2677,Online Shopper,Warriors,P02072,Fan Merchandise,2,48.24,96.48,81,2,2.47,3147.83
1334,West,1797,Online Shopper,Sharks,P04392,Training Gear,1,131.68,131.68,477,1,0.21,1674.86
1335,West,7717,Online Shopper,Warriors,P03381,Jerseys,4,21.46,85.84,330,4,1.21,1741.21
1336,South,5502,Online Shopper,Sharks,P01783,Accessories,1,45.45,45.45,285,1,0.35,2855.01
1337,East,1783,Loyal Fan,Sharks,P02885,Footwear,2,111.85,223.7,356,2,0.56,123.98
1338,South,8801,Casual Fan,Tigers,P03505,Jerseys,2,65.23,130.46,480,2,0.42,1726.18
1339,South,4132,Casual Fan,Tigers,P00824,Fan Merchandise,4,87.08,348.32,146,4,2.74,4501.78
1340,South,1576,Online Shopper,Lions,P02343,Footwear,4,48.78,195.12,210,4,1.9,3285.84
1341,East,5254,Loyal Fan,Bulls,P01870,Footwear,3,60.58,181.74,295,3,1.02,863.98
1342,West,3500,Loyal Fan,Tigers,P02801,Jerseys,4,94.91,379.64,168,4,2.38,4179.95
1343,East,6034,Loyal Fan,Warriors,P02144,Footwear,4,120.94,483.76,87,4,4.6,3669.71
1344,North,2866,Casual Fan,Tigers,P04917,Fan Merchandise,3,134.88,404.64,290,3,1.03,418.19
1345,East,3747,Online Shopper,Lions,P02882,Footwear,4,60.24,240.96,213,4,1.88,4824.97
1346,East,8085,Loyal Fan,Eagles,P03293,Fan Merchandise,5,98.26,491.3,487,5,1.03,4131.41
1347,East,4854,Loyal Fan,Warriors,P03169,Fan Merchandise,5,79.72,398.6,385,5,1.3,799.26
1348,East,3356,Online Shopper,Eagles,P01844,Jerseys,5,101.89,509.45,74,3,4.05,4374.77
1349,West,2067,Loyal Fan,Warriors,P02988,Jerseys,4,97.06,388.24,119,4,3.36,4636.29
1350,North,4287,Casual Fan,Bulls,P00908,Fan Merchandise,2,96.83,193.66,460,2,0.43,2595.74
1351,West,2662,Season Ticket Holder,Bulls,P02506,Footwear,2,71.08,142.16,124,2,1.61,1518.79
1352,West,8598,Casual Fan,Bulls,P00029,Jerseys,3,51.1,153.3,78,3,3.85,2862.53
1353,East,5252,Online Shopper,Lions,P03710,Jerseys,2,68.97,137.94,399,2,0.5,3492.97
1354,South,2598,Online Shopper,Tigers,P02933,Accessories,2,127.19,254.38,228,2,0.88,1347.18
1355,South,9816,Casual Fan,Eagles,P00662,Training Gear,3,58,174,277,3,1.08,1476.47
1356,West,8087,Season Ticket Holder,Eagles,P03470,Jerseys,5,130.6,653,76,5,6.58,3873.56
1357,West,2668,Online Shopper,Tigers,P03234,Jerseys,3,33.28,99.84,376,3,0.8,3381.19
1358,East,3709,Online Shopper,Lions,P02555,Fan Merchandise,2,87.52,175.04,51,1,1.96,1834.75
1359,West,5217,Casual Fan,Tigers,P02043,Training Gear,2,25.28,50.56,58,2,3.45,1915.46
1360,East,8397,Season Ticket Holder,Sharks,P02037,Accessories,3,71.94,215.82,164,3,1.83,3688
1361,South,5831,Season Ticket Holder,Sharks,P01422,Training Gear,4,145.87,583.48,137,4,2.92,1789.44
1362,South,2408,Season Ticket Holder,Bulls,P00040,Footwear,2,97.68,195.36,461,2,0.43,1612.61
1363,North,8417,Online Shopper,Sharks,P01127,Training Gear,2,12.49,24.98,160,2,1.25,3857.66
1364,South,9525,Season Ticket Holder,Eagles,P00015,Footwear,3,125.15,375.45,479,3,0.63,2143.62
1365,West,8201,Casual Fan,Bulls,P01233,Jerseys,2,80.08,160.16,452,2,0.44,3977.17
1366,South,3986,Online Shopper,Eagles,P04634,Training Gear,4,104.02,416.08,320,4,1.25,4030.52
1367,East,8483,Season Ticket Holder,Lions,P03891,Footwear,4,99.9,399.6,307,4,1.3,4778.44
1368,South,2660,Loyal Fan,Warriors,P03370,Fan Merchandise,3,36.39,109.17,354,3,0.85,3227.09
1369,North,2364,Season Ticket Holder,Tigers,P01999,Footwear,1,66.78,66.78,447,1,0.22,3557.38
1370,South,9217,Season Ticket Holder,Warriors,P03345,Fan Merchandise,5,40.09,200.45,195,5,2.56,2194.64
1371,East,8142,Online Shopper,Eagles,P03915,Fan Merchandise,4,35,140,123,2,1.63,3090.31
1372,East,3619,Casual Fan,Tigers,P02212,Jerseys,4,87.99,351.96,311,3,0.96,1113.05
1373,West,9581,Loyal Fan,Eagles,P02100,Training Gear,5,38.51,192.55,70,5,7.14,3320.23
1374,South,8260,Online Shopper,Lions,P02421,Footwear,3,38.2,114.6,328,3,0.91,4558.97
1375,East,2891,Season Ticket Holder,Bulls,P03350,Fan Merchandise,2,97.72,195.44,450,2,0.44,987.88
1376,North,4346,Online Shopper,Tigers,P04428,Footwear,3,66.3,198.9,88,3,3.41,2693.57
1377,West,6291,Online Shopper,Eagles,P02064,Training Gear,1,38.37,38.37,368,1,0.27,1227.2
1378,North,2506,Loyal Fan,Sharks,P02818,Footwear,1,63.71,63.71,99,1,1.01,501.28
1379,South,3278,Season Ticket Holder,Sharks,P04708,Jerseys,5,91.12,455.6,147,5,3.4,512.88
1380,South,3929,Online Shopper,Eagles,P03724,Jerseys,1,93.83,93.83,248,1,0.4,1178.99
1381,South,8694,Casual Fan,Warriors,P00181,Footwear,1,135.73,135.73,55,1,1.82,1776.2
1382,West,7647,Loyal Fan,Bulls,P00919,Training Gear,5,140.22,701.1,370,5,1.35,1178.71
1383,East,9660,Online Shopper,Lions,P03586,Accessories,5,38.42,192.1,195,5,2.56,3967.46
1384,West,9150,Loyal Fan,Lions,P03427,Accessories,5,78.65,393.25,340,5,1.47,458.38
1385,North,2324,Online Shopper,Eagles,P04590,Jerseys,5,72.38,361.9,412,5,1.21,307.76
1386,West,8741,Online Shopper,Lions,P04923,Footwear,5,117.42,587.1,96,5,5.21,991.56
1387,North,6498,Online Shopper,Tigers,P00281,Jerseys,4,36.97,147.88,116,4,3.45,1231.67
1388,West,8616,Casual Fan,Lions,P02436,Training Gear,2,41.65,83.3,114,2,1.75,3358.9
1389,East,5311,Casual Fan,Sharks,P04846,Fan Merchandise,5,32.15,160.75,180,5,2.78,125.4
1390,North,6520,Casual Fan,Eagles,P04320,Footwear,2,112.52,225.04,259,2,0.77,4578.56
1391,South,3608,Online Shopper,Tigers,P00634,Jerseys,1,41.85,41.85,64,1,1.56,1489.51
1392,South,6699,Casual Fan,Lions,P02067,Jerseys,4,68.75,275,428,4,0.93,605.79
1393,West,7045,Loyal Fan,Sharks,P00722,Accessories,5,46.36,231.8,447,5,1.12,4771.13
1394,South,6673,Casual Fan,Bulls,P04247,Accessories,4,147.52,590.08,86,4,4.65,4528.6
1395,North,7639,Loyal Fan,Warriors,P04298,Training Gear,3,100.72,302.16,322,3,0.93,520.17
1396,South,4093,Season Ticket Holder,Lions,P04414,Jerseys,2,49.99,99.98,164,2,1.22,2272.31
1397,East,3066,Season Ticket Holder,Sharks,P04253,Training Gear,5,26.24,131.2,321,4,1.25,3192.06
1398,East,7657,Casual Fan,Bulls,P02477,Accessories,2,71.42,142.84,334,2,0.6,3948.27
1399,West,7324,Casual Fan,Bulls,P04493,Footwear,2,35.36,70.72,452,2,0.44,4912.13
1400,North,9480,Loyal Fan,Sharks,P01742,Footwear,3,33.41,100.23,265,3,1.13,3817.27
1401,East,7897,Online Shopper,Sharks,P04939,Jerseys,2,51.31,102.62,69,2,2.9,2762.18
1402,East,7733,Loyal Fan,Sharks,P01168,Footwear,1,145.29,145.29,397,1,0.25,269.3
1403,North,2304,Season Ticket Holder,Warriors,P04199,Fan Merchandise,2,65.98,131.96,198,2,1.01,1104.65
1404,South,4343,Online Shopper,Eagles,P00256,Footwear,3,39.45,118.35,200,2,1,4356.58
1405,South,5067,Loyal Fan,Sharks,P03430,Training Gear,3,55.98,167.94,421,3,0.71,2031.52
1406,West,2467,Casual Fan,Eagles,P00612,Accessories,5,76.88,384.4,432,5,1.16,600.3
1407,South,9461,Season Ticket Holder,Bulls,P02811,Jerseys,1,20.06,20.06,377,1,0.27,4001.76
1408,North,7219,Season Ticket Holder,Warriors,P00167,Accessories,2,52.7,105.4,160,1,0.62,695.41
1409,East,8208,Casual Fan,Bulls,P03536,Footwear,3,30.05,90.15,444,3,0.68,1489.81
1410,South,6364,Loyal Fan,Warriors,P04617,Footwear,3,22.64,67.92,360,3,0.83,243.22
1411,West,6937,Casual Fan,Bulls,P04474,Jerseys,2,137.26,274.52,238,2,0.84,1557.04
1412,South,3045,Loyal Fan,Tigers,P01046,Footwear,2,49.78,99.56,86,2,2.33,4107.26
1413,North,1421,Season Ticket Holder,Tigers,P00779,Jerseys,5,39.28,196.4,443,5,1.13,2274.69
1414,West,6075,Casual Fan,Sharks,P03984,Jerseys,5,108.05,540.25,322,1,0.31,1122.36
1415,South,6213,Season Ticket Holder,Eagles,P02440,Footwear,1,18.04,18.04,381,1,0.26,2450.28
1416,West,6996,Season Ticket Holder,Bulls,P00129,Footwear,5,146.25,731.25,355,5,1.41,116.27
1417,North,2875,Online Shopper,Warriors,P02033,Fan Merchandise,5,147.9,739.5,420,5,1.19,3533.56
1418,East,6339,Casual Fan,Lions,P02699,Footwear,4,117.09,468.36,322,4,1.24,126.17
1419,North,6047,Season Ticket Holder,Tigers,P00709,Training Gear,2,148.18,296.36,407,2,0.49,1639.05
1420,North,1135,Loyal Fan,Tigers,P00797,Footwear,5,45.86,229.3,348,5,1.44,995.86
1421,North,8945,Casual Fan,Bulls,P03174,Training Gear,4,45.65,182.6,459,4,0.87,4731.45
1422,North,4064,Loyal Fan,Lions,P04391,Jerseys,4,131.65,526.6,201,1,0.5,710.46
1423,East,8171,Loyal Fan,Eagles,P02096,Fan Merchandise,5,95.05,475.25,499,5,1,3097.6
1424,East,7589,Loyal Fan,Eagles,P04734,Footwear,3,111.23,333.69,339,3,0.88,1927.2
1425,West,3606,Casual Fan,Eagles,P03531,Training Gear,5,11.93,59.65,273,5,1.83,3635.28
1426,South,2255,Loyal Fan,Sharks,P02937,Footwear,5,74.94,374.7,290,5,1.72,1745.83
1427,East,7365,Casual Fan,Sharks,P04533,Jerseys,2,48.97,97.94,137,2,1.46,615.75
1428,East,7015,Online Shopper,Bulls,P01111,Accessories,3,31.56,94.68,290,3,1.03,298.86
1429,South,4763,Loyal Fan,Lions,P03511,Jerseys,1,82.63,82.63,305,1,0.33,4953.2
1430,East,3158,Casual Fan,Bulls,P02812,Footwear,5,48.76,243.8,271,5,1.85,4820.17
1431,North,4774,Loyal Fan,Warriors,P04426,Jerseys,5,86.08,430.4,363,5,1.38,1154.15
1432,North,3488,Season Ticket Holder,Lions,P04338,Accessories,2,20.95,41.9,173,2,1.16,533.21
1433,South,7209,Loyal Fan,Warriors,P04408,Fan Merchandise,1,121.68,121.68,391,1,0.26,3077.91
1434,West,6411,Season Ticket Holder,Lions,P03270,Footwear,4,142.94,571.76,431,4,0.93,3484.22
1435,West,1337,Season Ticket Holder,Sharks,P03325,Training Gear,3,98.12,294.36,305,3,0.98,3698.65
1436,South,4351,Loyal Fan,Eagles,P01059,Footwear,1,29.99,29.99,305,1,0.33,4572.71
1437,South,5099,Loyal Fan,Tigers,P01493,Footwear,5,114.87,574.35,142,5,3.52,1344.09
1438,North,7042,Season Ticket Holder,Lions,P03327,Fan Merchandise,4,132.97,531.88,133,4,3.01,1185.98
1439,West,7093,Online Shopper,Lions,P03099,Fan Merchandise,2,61.31,122.62,321,2,0.62,464.18
1440,East,3568,Casual Fan,Tigers,P03379,Training Gear,5,81.93,409.65,449,5,1.11,835.52
1441,North,2464,Loyal Fan,Lions,P02359,Jerseys,2,18.92,37.84,249,2,0.8,3282.4
1442,South,3818,Season Ticket Holder,Eagles,P04349,Footwear,3,86.68,260.04,179,3,1.68,2482.61
1443,West,3983,Casual Fan,Bulls,P02533,Jerseys,2,16.65,33.3,265,2,0.75,3614.43
1444,East,3891,Loyal Fan,Tigers,P02653,Footwear,1,59.29,59.29,257,1,0.39,3148.8
1445,East,9542,Casual Fan,Tigers,P03350,Footwear,1,48.96,48.96,497,1,0.2,3561.84
1446,North,5777,Season Ticket Holder,Eagles,P02400,Training Gear,3,35.61,106.83,179,3,1.68,2700.79
1447,West,1621,Loyal Fan,Eagles,P03230,Fan Merchandise,3,129.42,388.26,347,3,0.86,4746.54
1448,West,5688,Online Shopper,Tigers,P04334,Footwear,3,94.48,283.44,300,3,1,3405
1449,South,5167,Casual Fan,Eagles,P01122,Jerseys,1,104.93,104.93,289,1,0.35,3558.97
1450,West,3851,Loyal Fan,Bulls,P00816,Fan Merchandise,5,78.93,394.65,53,5,9.43,4427.54
1451,West,1677,Casual Fan,Eagles,P03375,Jerseys,1,114.65,114.65,59,1,1.69,3086.16
1452,North,5671,Casual Fan,Bulls,P03272,Accessories,2,61.82,123.64,164,2,1.22,1218
1453,West,1794,Loyal Fan,Eagles,P04743,Jerseys,3,71.79,215.37,328,3,0.91,2186.84
1454,East,4688,Loyal Fan,Tigers,P00203,Footwear,4,21.65,86.6,255,4,1.57,3653.67
1455,North,2686,Loyal Fan,Lions,P01646,Fan Merchandise,1,54.75,54.75,457,1,0.22,4638.28
1456,North,1235,Season Ticket Holder,Warriors,P04949,Jerseys,4,24.78,99.12,123,4,3.25,2451.48
1457,South,9472,Loyal Fan,Tigers,P03910,Footwear,5,77.43,387.15,365,2,0.55,1196.78
1458,West,9048,Casual Fan,Warriors,P00876,Footwear,1,141.42,141.42,448,1,0.22,1641.41
1459,South,7516,Loyal Fan,Eagles,P00705,Fan Merchandise,5,123.54,617.7,332,5,1.51,2190.21
1460,East,3325,Season Ticket Holder,Eagles,P02215,Fan Merchandise,5,71.21,356.05,141,5,3.55,3679.06
1461,North,6351,Season Ticket Holder,Lions,P00191,Jerseys,1,52.1,52.1,127,1,0.79,617.23
1462,North,9691,Loyal Fan,Eagles,P04034,Jerseys,1,56.12,56.12,312,1,0.32,332.89
1463,North,3480,Casual Fan,Warriors,P02331,Accessories,5,76.17,380.85,88,5,5.68,4988.83
1464,East,1538,Season Ticket Holder,Tigers,P04893,Footwear,3,44,132,247,3,1.21,1820.07
1465,East,1779,Casual Fan,Tigers,P02071,Accessories,1,57.34,57.34,340,1,0.29,1349.87
1466,South,7341,Online Shopper,Bulls,P03646,Jerseys,5,78.92,394.6,449,5,1.11,3181.59
1467,South,3127,Season Ticket Holder,Lions,P00974,Jerseys,2,127.75,255.5,203,2,0.99,4663.87
1468,South,6623,Online Shopper,Warriors,P00700,Accessories,4,23.35,93.4,373,4,1.07,2254.48
1469,West,6716,Season Ticket Holder,Eagles,P03775,Jerseys,2,66.67,133.34,494,2,0.4,4073.02
1470,North,5447,Casual Fan,Sharks,P00055,Fan Merchandise,1,36.66,36.66,187,1,0.53,1448.34
1471,North,1763,Online Shopper,Lions,P00142,Jerseys,1,99.18,99.18,410,1,0.24,2721.67
1472,South,2241,Casual Fan,Lions,P00717,Jerseys,1,89.9,89.9,459,1,0.22,2795.86
1473,North,1852,Season Ticket Holder,Sharks,P04856,Fan Merchandise,1,90.82,90.82,62,1,1.61,1252.8
1474,South,1229,Casual Fan,Tigers,P01275,Footwear,2,84.59,169.18,348,2,0.57,2904.22
1475,West,2313,Online Shopper,Bulls,P00696,Training Gear,3,112.7,338.1,166,3,1.81,2924.01
1476,West,5497,Loyal Fan,Tigers,P04238,Jerseys,5,31.57,157.85,419,5,1.19,2936.22
1477,East,6962,Loyal Fan,Tigers,P00102,Accessories,5,36.01,180.05,460,5,1.09,2067.09
1478,West,4352,Season Ticket Holder,Sharks,P03555,Training Gear,5,109.25,546.25,61,5,8.2,3212.84
1479,South,2388,Loyal Fan,Eagles,P03066,Footwear,4,28.45,113.8,492,4,0.81,1768.56
1480,West,7707,Season Ticket Holder,Eagles,P03681,Training Gear,1,111.78,111.78,219,1,0.46,2018.01
1481,East,5811,Casual Fan,Bulls,P00801,Accessories,2,33.02,66.04,209,2,0.96,301.96
1482,North,4688,Casual Fan,Bulls,P01390,Footwear,2,148.82,297.64,193,2,1.04,4784.4
1483,South,9981,Online Shopper,Warriors,P02072,Accessories,2,16.32,32.64,483,2,0.41,3616.66
1484,North,8471,Online Shopper,Warriors,P02298,Accessories,3,118.7,356.1,212,3,1.42,3722.89
1485,East,5950,Loyal Fan,Tigers,P02028,Jerseys,1,42.47,42.47,172,1,0.58,3954.22
1486,East,6953,Casual Fan,Sharks,P04734,Footwear,5,55.31,276.55,455,5,1.1,3617.96
1487,East,7834,Online Shopper,Bulls,P03855,Footwear,5,137.65,688.25,140,5,3.57,4352.23
1488,North,7447,Loyal Fan,Lions,P00005,Footwear,1,52.92,52.92,387,1,0.26,211.88
1489,North,9492,Season Ticket Holder,Eagles,P03685,Training Gear,5,62.78,313.9,218,5,2.29,612.23
1490,North,1062,Online Shopper,Sharks,P04879,Footwear,5,35.51,177.55,295,5,1.69,2156.43
1491,North,5715,Online Shopper,Bulls,P03189,Fan Merchandise,1,20.8,20.8,352,1,0.28,4322.61
1492,East,5386,Loyal Fan,Warriors,P01139,Jerseys,2,25.12,50.24,188,2,1.06,1517.35
1493,East,7656,Online Shopper,Bulls,P03137,Footwear,4,93.11,372.44,425,4,0.94,3761.82
1494,South,5496,Loyal Fan,Eagles,P04678,Training Gear,1,16.55,16.55,408,1,0.25,1415.31
1495,South,6013,Online Shopper,Bulls,P00674,Footwear,5,41.6,208,293,5,1.71,4993.45
1496,North,9193,Casual Fan,Eagles,P01727,Footwear,5,65.09,325.45,312,5,1.6,4221.33
1497,West,8360,Casual Fan,Sharks,P02489,Jerseys,4,25.19,100.76,112,4,3.57,2360.6
1498,West,2615,Casual Fan,Bulls,P01837,Footwear,4,114.76,459.04,398,4,1.01,4447.89
1499,East,5024,Online Shopper,Bulls,P02551,Jerseys,4,146.01,584.04,177,4,2.26,3065.25
1500,East,2451,Loyal Fan,Warriors,P04331,Fan Merchandise,1,135.3,135.3,288,1,0.35,737.04
1501,East,8534,Casual Fan,Sharks,P00873,Footwear,2,143.51,287.02,415,2,0.48,3326.88
1502,South,4142,Season Ticket Holder,Lions,P03135,Fan Merchandise,4,86.28,345.12,322,4,1.24,2630.79
1503,South,7898,Online Shopper,Eagles,P04691,Accessories,3,30.73,92.19,292,3,1.03,1091.82
1504,East,2650,Loyal Fan,Sharks,P00203,Footwear,2,103.35,206.7,291,2,0.69,496.03
1505,East,5810,Online Shopper,Sharks,P03966,Footwear,4,18.35,73.4,202,4,1.98,4430.12
1506,East,9342,Loyal Fan,Lions,P04859,Training Gear,5,76.66,383.3,427,5,1.17,1982.75
1507,West,1555,Loyal Fan,Sharks,P04902,Fan Merchandise,1,120.5,120.5,108,1,0.93,4437.54
1508,South,3636,Online Shopper,Eagles,P04965,Jerseys,5,129.69,648.45,279,5,1.79,3748.2
1509,West,5685,Season Ticket Holder,Tigers,P00744,Footwear,5,51.35,256.75,86,5,5.81,246.16
1510,West,4884,Season Ticket Holder,Tigers,P02004,Footwear,1,41.07,41.07,123,1,0.81,4089.06
1511,East,7255,Online Shopper,Warriors,P00579,Jerseys,2,106.53,213.06,231,2,0.87,1234.58
1512,East,9899,Casual Fan,Lions,P03714,Accessories,5,29.43,147.15,157,5,3.18,2149.27
1513,North,9894,Casual Fan,Warriors,P02224,Fan Merchandise,2,149.16,298.32,160,2,1.25,1844.99
1514,North,9520,Loyal Fan,Tigers,P00741,Footwear,1,56.5,56.5,299,1,0.33,167.43
1515,West,5448,Casual Fan,Lions,P02266,Training Gear,4,114.91,459.64,61,4,6.56,4287.81
1516,South,2794,Online Shopper,Sharks,P02983,Accessories,5,111.58,557.9,450,5,1.11,3556.74
1517,East,7019,Online Shopper,Sharks,P02171,Footwear,5,53.43,267.15,314,5,1.59,2392.3
1518,East,8648,Season Ticket Holder,Eagles,P02598,Jerseys,1,64.07,64.07,337,1,0.3,2003.84
1519,West,2801,Casual Fan,Bulls,P04959,Training Gear,1,127.84,127.84,288,1,0.35,4799.45
1520,North,9763,Casual Fan,Tigers,P00980,Fan Merchandise,4,41.91,167.64,131,4,3.05,4387.71
1521,South,5234,Loyal Fan,Sharks,P02254,Accessories,1,18.41,18.41,490,1,0.2,4926.92
1522,North,2998,Online Shopper,Lions,P02885,Jerseys,3,30.62,91.86,441,3,0.68,1680.47
1523,North,3851,Online Shopper,Bulls,P04287,Jerseys,3,105.77,317.31,156,3,1.92,3196.7
1524,North,5113,Online Shopper,Bulls,P02274,Jerseys,1,43.24,43.24,210,1,0.48,1567.99
1525,North,3203,Season Ticket Holder,Sharks,P01283,Accessories,4,89.4,357.6,445,1,0.22,400.31
1526,East,7408,Season Ticket Holder,Warriors,P01734,Training Gear,3,65.1,195.3,211,3,1.42,4240.39
1527,East,1596,Season Ticket Holder,Warriors,P02774,Jerseys,5,131.55,657.75,244,5,2.05,2224.59
1528,North,2104,Online Shopper,Warriors,P03458,Training Gear,4,78.24,312.96,485,4,0.82,4385.89
1529,South,5289,Online Shopper,Bulls,P01658,Accessories,1,29.55,29.55,178,1,0.56,2263.59
1530,West,2778,Casual Fan,Warriors,P00325,Accessories,3,126.6,379.8,462,1,0.22,323.75
1531,South,1880,Online Shopper,Warriors,P00783,Fan Merchandise,4,21.57,86.28,182,4,2.2,333.2
1532,South,7154,Online Shopper,Bulls,P04374,Jerseys,5,125.95,629.75,87,5,5.75,3505.15
1533,South,1022,Season Ticket Holder,Eagles,P03164,Fan Merchandise,1,15.81,15.81,70,1,1.43,3670.15
1534,North,5947,Casual Fan,Warriors,P02748,Jerseys,2,10.51,21.02,108,2,1.85,4925.71
1535,East,4439,Online Shopper,Eagles,P03644,Footwear,3,115.77,347.31,425,3,0.71,2194.68
1536,South,8378,Loyal Fan,Eagles,P02959,Fan Merchandise,5,88.41,442.05,143,5,3.5,4087.47
1537,North,7659,Season Ticket Holder,Sharks,P02859,Fan Merchandise,4,40.1,160.4,325,4,1.23,1553.79
1538,South,5050,Loyal Fan,Bulls,P00495,Footwear,3,145.23,435.69,400,3,0.75,1281.71
1539,South,8125,Casual Fan,Lions,P03505,Accessories,3,99.18,297.54,92,3,3.26,237.48
1540,North,6244,Season Ticket Holder,Warriors,P01116,Training Gear,1,43.4,43.4,281,1,0.36,2707.64
1541,East,9290,Casual Fan,Lions,P02244,Training Gear,5,68.24,341.2,367,5,1.36,1275.22
1542,East,5523,Online Shopper,Tigers,P02385,Jerseys,3,137.85,413.55,470,3,0.64,3038.75
1543,West,5946,Season Ticket Holder,Eagles,P01310,Training Gear,3,38.48,115.44,307,3,0.98,1697.89
1544,North,4501,Casual Fan,Tigers,P00586,Footwear,5,139.76,698.8,496,5,1.01,3649.54
1545,West,6217,Casual Fan,Eagles,P04973,Footwear,4,40.35,161.4,379,4,1.06,3269.07
1546,West,7696,Casual Fan,Warriors,P00702,Footwear,1,13.29,13.29,348,1,0.29,4704.71
1547,West,4455,Loyal Fan,Tigers,P04924,Footwear,3,47.58,142.74,335,3,0.9,2461.52
1548,East,4936,Season Ticket Holder,Bulls,P00196,Fan Merchandise,5,17.65,88.25,216,5,2.31,1366.3
1549,North,5063,Casual Fan,Sharks,P00935,Footwear,2,42.61,85.22,243,2,0.82,2236.22
1550,West,8415,Season Ticket Holder,Tigers,P01695,Fan Merchandise,4,48.08,192.32,52,4,7.69,4768.73
1551,North,6162,Online Shopper,Eagles,P02660,Jerseys,1,68.34,68.34,253,1,0.4,3044.91
1552,North,3307,Online Shopper,Bulls,P02176,Training Gear,2,49.58,99.16,148,2,1.35,3124.51
1553,East,9721,Casual Fan,Eagles,P04782,Training Gear,4,109.64,438.56,178,4,2.25,4766.43
