ProductID,InventoryUnits,UnitsSold,SellThroughRatePct
P01162,349,92,26.36
P01163,328,166,50.61
P01164,278,66,23.74
P01165,358,39,10.89
P01166,167,91,54.49
P01167,413,80,19.37
P01168,328,181,55.18
P01169,145,80,55.17
P01170,499,267,53.51
P01171,439,213,48.52
P01172,129,87,67.44
P01173,403,60,14.89
P01174,287,203,70.73
P01175,396,57,14.39
P01176,219,92,42.01
P01177,159,111,69.81
P01178,148,41,27.7
P01179,79,51,64.56
P01180,443,215,48.53
P01181,190,125,65.79
P01182,480,63,13.12
P01183,151,70,46.36
P01184,207,46,22.22
P01185,445,50,11.24
P01186,206,113,54.85
P01187,391,230,58.82
P01188,91,53,58.24
P01189,479,274,57.2
P01190,327,203,62.08
P01191,387,157,40.57
P01192,61,20,32.79
P01193,484,291,60.12
P01194,273,146,53.48
P01195,145,33,22.76
P01196,118,45,38.14
P01197,89,19,21.35
P01198,352,213,60.51
P01199,145,38,26.21
P01200,468,236,50.43
P01201,152,88,57.89
P01202,89,66,74.16
P01203,433,165,38.11
P01204,399,266,66.67
P01205,283,151,53.36
P01206,423,45,10.64
P01207,376,133,35.37
P01208,129,46,35.66
P01209,237,42,17.72
P01210,465,179,38.49
P01211,355,62,17.46
P01212,329,212,64.44
P01213,129,43,33.33
P01214,290,64,22.07
P01215,124,61,49.19
P01216,352,231,65.62
P01217,149,105,70.47
P01218,179,122,68.16
P01219,308,207,67.21
P01220,61,20,32.79
P01221,364,156,42.86
P01222,248,85,34.27
P01223,280,196,70.0
P01224,384,62,16.15
P01225,396,182,45.96
P01226,463,121,26.13
P01227,130,85,65.38
P01228,243,78,32.1
P01229,92,61,66.3
P01230,168,118,70.24
P01231,298,63,21.14
P01232,109,64,58.72
P01233,250,82,32.8
P01234,470,170,36.17
P01235,81,23,28.4
P01236,153,77,50.33
P01237,177,57,32.2
P01238,459,267,58.17
P01239,380,230,60.53
P01240,132,47,35.61
P01241,365,38,10.41
P01242,58,8,13.79
P01243,409,114,27.87
P01244,150,108,72.0
P01245,370,132,35.68
P01246,271,158,58.3
P01247,380,269,70.79
P01248,206,66,32.04
P01249,288,134,46.53
P01250,458,300,65.5
P01251,411,205,49.88
P01252,295,51,17.29
P01253,465,279,60.0
P01254,102,70,68.63
P01255,365,219,60.0
P01256,331,195,58.91
P01257,165,98,59.39
P01258,225,112,49.78
P01259,232,61,26.29
P01260,355,246,69.3
P01261,331,61,18.43
P01262,403,257,63.77
P01263,345,115,33.33
P01264,493,265,53.75
P01265,423,264,62.41
P01266,309,191,61.81
P01267,58,12,20.69
P01268,215,107,49.77
P01269,107,26,24.3
P01270,245,42,17.14
P01271,496,215,43.35
P01272,231,171,74.03
P01273,417,308,73.86
P01274,252,119,47.22
P01275,309,186,60.19
P01276,63,17,26.98
P01277,359,88,24.51
P01278,161,90,55.9
P01279,257,157,61.09
P01280,494,288,58.3
P01281,150,25,16.67
P01282,467,155,33.19
P01283,423,54,12.77
P01284,71,43,60.56
P01285,216,65,30.09
P01286,490,186,37.96
P01287,254,121,47.64
P01288,406,41,10.1
P01289,463,153,33.05
P01290,51,29,56.86
P01291,379,108,28.5
P01292,461,217,47.07
P01293,309,227,73.46
P01294,482,85,17.63
P01295,364,100,27.47
P01296,332,181,54.52
P01297,105,51,48.57
P01298,404,297,73.51
P01299,434,53,12.21
P01300,199,133,66.83
P01301,121,51,42.15
P01302,307,76,24.76
P01303,472,202,42.8
P01304,379,139,36.68
P01305,414,90,21.74
P01306,302,73,24.17
P01307,237,68,28.69
P01308,187,86,45.99
P01309,413,64,15.5
P01310,342,54,15.79
P01311,386,122,31.61
P01312,427,239,55.97
P01313,490,361,73.67
P01314,426,46,10.8
P01315,250,183,73.2
P01316,109,60,55.05
P01317,301,206,68.44
P01318,250,112,44.8
P01319,470,188,40.0
P01320,67,41,61.19
P01321,435,199,45.75
P01322,334,228,68.26
P01323,81,55,67.9
P01324,158,70,44.3
P01325,78,37,47.44
P01326,468,186,39.74
P01327,340,186,54.71
P01328,328,178,54.27
P01329,284,148,52.11
P01330,230,32,13.91
P01331,127,92,72.44
P01332,379,121,31.93
P01333,109,28,25.69
P01334,143,34,23.78
P01335,489,71,14.52
P01336,91,36,39.56
P01337,477,61,12.79
P01338,89,18,20.22
P01339,268,28,10.45
P01340,312,67,21.47
P01341,101,75,74.26
P01342,449,203,45.21
P01343,480,69,14.37
P01344,150,70,46.67
P01345,149,73,48.99
P01346,392,179,45.66
P01347,217,69,31.8
P01348,66,35,53.03
P01349,387,75,19.38
P01350,209,51,24.4
P01351,233,174,74.68
P01352,344,127,36.92
P01353,309,61,19.74
P01354,421,101,23.99
P01355,409,233,56.97
P01356,474,83,17.51
P01357,463,153,33.05
P01358,334,105,31.44
P01359,300,74,24.67
P01360,258,106,41.09
P01361,349,60,17.19
P01362,77,31,40.26
P01363,231,28,12.12
P01364,174,127,72.99
P01365,300,148,49.33
P01366,465,69,14.84
P01367,266,60,22.56
P01368,312,181,58.01
P01369,231,133,57.58
P01370,204,69,33.82
P01371,356,70,19.66
P01372,161,72,44.72
P01373,445,124,27.87
P01374,101,16,15.84
P01375,150,49,32.67
P01376,388,228,58.76
P01377,87,29,33.33
P01378,235,30,12.77
P01379,220,39,17.73
P01380,471,230,48.83
P01381,121,53,43.8
P01382,254,137,53.94
P01383,256,121,47.27
P01384,418,177,42.34
P01385,293,120,40.96
P01386,108,78,72.22
P01387,441,291,65.99
P01388,117,41,35.04
P01389,362,190,52.49
P01390,172,19,11.05
P01391,104,12,11.54
P01392,136,42,30.88
P01393,474,280,59.07
P01394,489,343,70.14
P01395,320,174,54.37
P01396,413,231,55.93
P01397,456,55,12.06
P01398,206,145,70.39
P01399,390,61,15.64
P01400,283,202,71.38
P01401,127,24,18.9
P01402,289,35,12.11
P01403,70,33,47.14
P01404,323,56,17.34
P01405,167,20,11.98
P01406,96,51,53.12
P01407,367,213,58.04
P01408,207,60,28.99
P01409,251,112,44.62
P01410,88,42,47.73
P01411,85,17,20.0
P01412,463,179,38.66
P01413,319,164,51.41
P01414,231,156,67.53
P01415,349,130,37.25
P01416,377,209,55.44
P01417,101,43,42.57
P01418,464,260,56.03
P01419,345,211,61.16
P01420,189,84,44.44
P01421,170,24,14.12
P01422,89,60,67.42
P01423,165,81,49.09
P01424,201,99,49.25
P01425,145,63,43.45
P01426,351,75,21.37
P01427,163,68,41.72
P01428,274,123,44.89
P01429,301,105,34.88
P01430,83,16,19.28
P01431,125,74,59.2
P01432,81,32,39.51
P01433,360,200,55.56
P01434,364,48,13.19
P01435,108,46,42.59
P01436,381,56,14.7
P01437,415,239,57.59
P01438,99,47,47.47
P01439,102,40,39.22
P01440,407,298,73.22
P01441,188,59,31.38
P01442,205,77,37.56
P01443,314,182,57.96
P01444,80,35,43.75
P01445,247,130,52.63
P01446,200,147,73.5
P01447,420,232,55.24
P01448,378,75,19.84
P01449,179,42,23.46
P01450,345,230,66.67
P01451,231,30,12.99
P01452,266,115,43.23
P01453,380,262,68.95
P01454,175,106,60.57
P01455,310,54,17.42
P01456,238,138,57.98
P01457,342,119,34.8
P01458,221,152,68.78
P01459,470,222,47.23
P01460,225,103,45.78
P01461,99,10,10.1
P01462,270,71,26.3
P01463,157,58,36.94
P01464,254,145,57.09
P01465,464,203,43.75
P01466,96,63,65.62
P01467,69,8,11.59
P01468,180,56,31.11
P01469,246,120,48.78
P01470,108,57,52.78
P01471,363,155,42.7
P01472,320,115,35.94
P01473,365,53,14.52
P01474,240,133,55.42
P01475,468,322,68.8
P01476,352,220,62.5
P01477,464,258,55.6
P01478,89,46,51.69
P01479,350,211,60.29
P01480,205,124,60.49
P01481,136,14,10.29
P01482,131,44,33.59
P01483,138,92,66.67
P01484,91,59,64.84
P01485,254,143,56.3
P01486,398,120,30.15
P01487,258,160,62.02
P01488,108,27,25.0
P01489,368,90,24.46
P01490,128,57,44.53
P01491,440,207,47.05
P01492,215,71,33.02
P01493,50,25,50.0
P01494,181,102,56.35
P01495,424,92,21.7
P01496,463,133,28.73
P01497,239,133,55.65
P01498,494,347,70.24
P01499,154,104,67.53
P01500,240,44,18.33
P01501,256,120,46.88
P01502,140,87,62.14
P01503,222,56,25.23
P01504,274,142,51.82
P01505,364,138,37.91
P01506,273,145,53.11
P01507,96,12,12.5
P01508,259,79,30.5
P01509,431,129,29.93
P01510,59,22,37.29
P01511,499,87,17.43
P01512,107,41,38.32
P01513,54,24,44.44
P01514,113,13,11.5
P01515,162,48,29.63
P01516,208,45,21.63
P01517,423,310,73.29
P01518,311,57,18.33
P01519,337,171,50.74
P01520,445,161,36.18
P01521,109,31,28.44
P01522,150,98,65.33
P01523,485,258,53.2
P01524,397,200,50.38
P01525,76,12,15.79
P01526,151,41,27.15
P01527,218,61,27.98
P01528,64,24,37.5
P01529,312,218,69.87
P01530,342,124,36.26
P01531,201,63,31.34
P01532,146,21,14.38
P01533,241,84,34.85
P01534,463,62,13.39
P01535,373,126,33.78
P01536,470,343,72.98
P01537,298,138,46.31
P01538,97,23,23.71
P01539,76,22,28.95
P01540,137,65,47.45
P01541,284,32,11.27
P01542,144,99,68.75
P01543,192,91,47.4
P01544,460,193,41.96
P01545,69,39,56.52
P01546,85,20,23.53
P01547,225,26,11.56
P01548,388,194,50.0
P01549,420,86,20.48
P01550,179,19,10.61
P01551,180,127,70.56
P01552,312,191,61.22
P01553,439,76,17.31
P01554,129,88,68.22
P01555,451,65,14.41
P01556,412,256,62.14
P01557,170,63,37.06
P01558,351,153,43.59
P01559,332,177,53.31
P01560,59,10,16.95
P01561,230,159,69.13
P01562,156,30,19.23
P01563,80,57,71.25
P01564,259,41,15.83
P01565,366,78,21.31
P01566,289,40,13.84
P01567,89,32,35.96
P01568,422,204,48.34
P01569,81,41,50.62
P01570,224,143,63.84
P01571,305,135,44.26
P01572,467,202,43.25
P01573,389,121,31.11
P01574,137,72,52.55
P01575,242,167,69.01
P01576,435,144,33.1
P01577,161,53,32.92
P01578,456,147,32.24
P01579,290,72,24.83
P01580,332,155,46.69
P01581,348,59,16.95
P01582,485,312,64.33
P01583,359,68,18.94
P01584,234,50,21.37
P01585,315,46,14.6
P01586,364,127,34.89
P01587,319,189,59.25
P01588,54,37,68.52
P01589,455,174,38.24
P01590,173,44,25.43
P01591,342,196,57.31
P01592,304,166,54.61
P01593,104,56,53.85
P01594,444,172,38.74
P01595,87,41,47.13
P01596,478,67,14.02
P01597,464,122,26.29
P01598,310,218,70.32
P01599,479,61,12.73
P01600,435,129,29.66
P01601,454,112,24.67
P01602,409,76,18.58
P01603,468,328,70.09
P01604,398,72,18.09
P01605,446,186,41.7
P01606,100,65,65.0
P01607,242,25,10.33
P01608,265,45,16.98
P01609,459,148,32.24
P01610,268,52,19.4
P01611,247,54,21.86
P01612,404,196,48.51
P01613,342,72,21.05
P01614,313,161,51.44
P01615,461,320,69.41
P01616,418,104,24.88
P01617,370,88,23.78
P01618,480,52,10.83
P01619,71,8,11.27
P01620,299,107,35.79
P01621,63,26,41.27
P01622,406,89,21.92
P01623,107,33,30.84
P01624,302,58,19.21
P01625,402,218,54.23
P01626,331,118,35.65
P01627,76,44,57.89
P01628,264,121,45.83
P01629,400,138,34.5
P01630,481,244,50.73
P01631,454,48,10.57
P01632,417,229,54.92
P01633,188,64,34.04
P01634,388,168,43.3
P01635,125,55,44.0
P01636,198,92,46.46
P01637,177,99,55.93
P01638,268,46,17.16
P01639,443,185,41.76
P01640,438,67,15.3
P01641,451,114,25.28
P01642,471,105,22.29
P01643,62,30,48.39
P01644,498,246,49.4
P01645,444,284,63.96
P01646,380,167,43.95
P01647,86,50,58.14
P01648,378,256,67.72
P01649,353,66,18.7
P01650,92,52,56.52
P01651,140,44,31.43
P01652,388,109,28.09
P01653,125,91,72.8
P01654,206,48,23.3
P01655,323,224,69.35
P01656,439,279,63.55
P01657,178,119,66.85
P01658,55,26,47.27
P01659,433,208,48.04
P01660,470,170,36.17
P01661,434,156,35.94
P01662,267,174,65.17
P01663,374,132,35.29
P01664,107,45,42.06
P01665,336,251,74.7
P01666,320,106,33.12
P01667,335,213,63.58
P01668,361,101,27.98
P01669,450,52,11.56
P01670,400,194,48.5
P01671,66,27,40.91
P01672,365,223,61.1
P01673,378,39,10.32
P01674,299,44,14.72
P01675,330,217,65.76
P01676,86,35,40.7
P01677,167,72,43.11
P01678,438,108,24.66
P01679,51,36,70.59
P01680,492,342,69.51
P01681,150,65,43.33
P01682,400,97,24.25
P01683,148,109,73.65
P01684,65,44,67.69
P01685,322,141,43.79
P01686,390,198,50.77
P01687,88,34,38.64
P01688,171,40,23.39
P01689,187,102,54.55
P01690,482,258,53.53
P01691,189,86,45.5
P01692,78,49,62.82
P01693,493,194,39.35
P01694,91,60,65.93
P01695,269,65,24.16
P01696,131,95,72.52
P01697,163,38,23.31
P01698,388,79,20.36
P01699,111,55,49.55
P01700,343,55,16.03
P01701,304,64,21.05
P01702,377,216,57.29
P01703,122,37,30.33
P01704,209,130,62.2
P01705,51,10,19.61
P01706,445,156,35.06
P01707,495,174,35.15
P01708,250,103,41.2
P01709,288,106,36.81
P01710,110,39,35.45
P01711,444,139,31.31
P01712,395,43,10.89
P01713,101,51,50.5
P01714,288,117,40.62
P01715,127,44,34.65
P01716,317,75,23.66
P01717,345,234,67.83
P01718,223,57,25.56
P01719,248,173,69.76
P01720,369,89,24.12
P01721,120,88,73.33
P01722,66,25,37.88
P01723,237,106,44.73
P01724,271,80,29.52
P01725,178,126,70.79
P01726,242,69,28.51
P01727,96,55,57.29
P01728,385,44,11.43
P01729,394,182,46.19
P01730,169,98,57.99
P01731,343,139,40.52
P01732,155,80,51.61
P01733,227,136,59.91
P01734,193,82,42.49
P01735,486,117,24.07
P01736,266,95,35.71
P01737,334,192,57.49
P01738,144,40,27.78
P01739,467,239,51.18
P01740,357,70,19.61
P01741,97,68,70.1
P01742,199,98,49.25
P01743,277,112,40.43
P01744,239,150,62.76
P01745,410,253,61.71
P01746,300,49,16.33
P01747,300,90,30.0
P01748,219,87,39.73
P01749,429,138,32.17
P01750,365,112,30.68
P01751,367,121,32.97
P01752,345,66,19.13
P01753,349,62,17.77
P01754,390,105,26.92
P01755,155,23,14.84
P01756,285,123,43.16
P01757,109,22,20.18
P01758,215,31,14.42
P01759,181,117,64.64
P01760,140,67,47.86
P01761,296,202,68.24
P01762,246,182,73.98
P01763,254,123,48.43
P01764,442,273,61.76
P01765,212,43,20.28
P01766,104,58,55.77
P01767,406,186,45.81
P01768,146,79,54.11
P01769,488,82,16.8
P01770,349,247,70.77
P01771,165,61,36.97
P01772,308,186,60.39
P01773,469,349,74.41
P01774,462,308,66.67
P01775,228,69,30.26
P01776,63,23,36.51
P01777,85,44,51.76
P01778,445,200,44.94
P01779,347,127,36.6
P01780,376,197,52.39
P01781,374,259,69.25
P01782,398,120,30.15
P01783,278,51,18.35
P01784,220,119,54.09
P01785,155,75,48.39
P01786,188,129,68.62
P01787,387,226,58.4
P01788,56,20,35.71
P01789,115,59,51.3
P01790,404,267,66.09
P01791,341,111,32.55
P01792,122,13,10.66
P01793,66,33,50.0
P01794,151,18,11.92
P01795,103,73,70.87
P01796,174,36,20.69
P01797,424,146,34.43
P01798,441,315,71.43
P01799,178,27,15.17
P01800,179,18,10.06
P01801,421,70,16.63
P01802,241,179,74.27
P01803,146,107,73.29
P01804,386,135,34.97
P01805,270,157,58.15
P01806,451,261,57.87
P01807,444,73,16.44
P01808,406,103,25.37
P01809,487,330,67.76
P01810,290,60,20.69
P01811,296,130,43.92
P01812,50,13,26.0
P01813,125,58,46.4
P01814,121,28,23.14
P01815,464,111,23.92
P01816,164,21,12.8
P01817,329,245,74.47
P01818,236,41,17.37
P01819,394,146,37.06
P01820,212,79,37.26
P01821,472,140,29.66
P01822,281,173,61.57
P01823,159,51,32.08
P01824,235,119,50.64
P01825,214,97,45.33
P01826,376,249,66.22
P01827,195,123,63.08
P01828,73,18,24.66
P01829,402,236,58.71
P01830,497,306,61.57
P01831,162,113,69.75
P01832,429,311,72.49
P01833,67,39,58.21
P01834,200,78,39.0
P01835,55,16,29.09
P01836,228,151,66.23
P01837,324,225,69.44
P01838,483,79,16.36
P01839,428,197,46.03
P01840,471,87,18.47
P01841,343,90,26.24
P01842,226,79,34.96
P01843,457,138,30.2
P01844,76,43,56.58
P01845,416,63,15.14
P01846,494,246,49.8
P01847,59,28,47.46
P01848,344,210,61.05
P01849,444,72,16.22
P01850,361,114,31.58
P01851,489,270,55.21
P01852,173,97,56.07
P01853,337,132,39.17
P01854,418,167,39.95
P01855,81,59,72.84
P01856,300,94,31.33
P01857,482,95,19.71
P01858,261,188,72.03
P01859,417,261,62.59
P01860,383,97,25.33
P01861,171,112,65.5
P01862,217,57,26.27
P01863,270,172,63.7
P01864,243,124,51.03
P01865,317,131,41.32
P01866,343,241,70.26
P01867,235,147,62.55
P01868,337,62,18.4
P01869,346,193,55.78
P01870,487,299,61.4
P01871,417,188,45.08
P01872,303,85,28.05
P01873,129,33,25.58
P01874,194,142,73.2
P01875,199,76,38.19
P01876,179,78,43.58
P01877,475,232,48.84
P01878,290,48,16.55
P01879,495,76,15.35
P01880,103,24,23.3
P01881,370,53,14.32
P01882,314,215,68.47
P01883,393,77,19.59
P01884,225,56,24.89
P01885,283,127,44.88
P01886,208,142,68.27
P01887,363,48,13.22
P01888,136,33,24.26
P01889,347,196,56.48
P01890,272,119,43.75
P01891,408,198,48.53
P01892,66,7,10.61
P01893,132,88,66.67
P01894,323,154,47.68
P01895,218,140,64.22
P01896,178,129,72.47
P01897,469,270,57.57
P01898,457,55,12.04
P01899,91,51,56.04
P01900,286,133,46.5
P01901,350,59,16.86
P01902,401,111,27.68
P01903,141,30,21.28
P01904,433,304,70.21
P01905,344,212,61.63
P01906,445,247,55.51
P01907,356,212,59.55
P01908,441,216,48.98
P01909,63,41,65.08
P01910,151,38,25.17
P01911,289,76,26.3
P01912,186,90,48.39
P01913,139,87,62.59
P01914,368,237,64.4
P01915,496,364,73.39
P01916,291,173,59.45
P01917,323,81,25.08
P01918,324,81,25.0
P01919,237,92,38.82
P01920,354,185,52.26
P01921,412,179,43.45
P01922,101,15,14.85
P01923,173,71,41.04
P01924,125,79,63.2
P01925,406,104,25.62
P01926,337,173,51.34
P01927,352,97,27.56
P01928,331,153,46.22
P01929,289,161,55.71
P01930,417,98,23.5
P01931,120,70,58.33
P01932,362,195,53.87
P01933,425,129,30.35
P01934,143,97,67.83
P01935,369,224,60.7
P01936,81,36,44.44
P01937,123,19,15.45
P01938,225,87,38.67
P01939,499,157,31.46
P01940,217,59,27.19
P01941,242,125,51.65
P01942,395,276,69.87
P01943,409,80,19.56
P01944,352,205,58.24
P01945,63,32,50.79
P01946,442,236,53.39
P01947,167,108,64.67
P01948,276,95,34.42
P01949,379,181,47.76
P01950,179,50,27.93
P01951,358,102,28.49
P01952,276,120,43.48
P01953,120,13,10.83
P01954,146,38,26.03
P01955,393,78,19.85
P01956,77,14,18.18
P01957,221,77,34.84
P01958,274,46,16.79
P01959,222,44,19.82
P01960,236,126,53.39
P01961,487,255,52.36
P01962,64,46,71.88
P01963,491,343,69.86
P01964,374,250,66.84
P01965,463,254,54.86
P01966,339,93,27.43
P01967,474,102,21.52
P01968,83,60,72.29
P01969,373,270,72.39
P01970,369,158,42.82
P01971,469,214,45.63
P01972,87,9,10.34
P01973,278,55,19.78
P01974,282,128,45.39
P01975,92,20,21.74
P01976,330,136,41.21
P01977,266,164,61.65
P01978,274,170,62.04
P01979,357,236,66.11
P01980,386,98,25.39
P01981,348,132,37.93
P01982,223,113,50.67
P01983,483,231,47.83
P01984,145,109,75.17
P01985,202,56,27.72
P01986,268,39,14.55
P01987,190,67,35.26
P01988,204,89,43.63
P01989,467,164,35.12
P01990,118,36,30.51
P01991,280,75,26.79
P01992,261,99,37.93
P01993,89,49,55.06
P01994,140,28,20.0
P01995,172,114,66.28
P01996,261,135,51.72
P01997,237,40,16.88
P01998,316,36,11.39
P01999,219,29,13.24
P02000,401,64,15.96
P02001,215,111,51.63
P02002,433,308,71.13
P02003,499,93,18.64
P02004,350,100,28.57
P02005,95,63,66.32
P02006,452,194,42.92
P02007,417,157,37.65
P02008,301,123,40.86
P02009,202,33,16.34
P02010,369,90,24.39
P02011,327,237,72.48
P02012,396,205,51.77
P02013,340,97,28.53
P02014,421,301,71.5
P02015,485,174,35.88
P02016,388,74,19.07
P02017,193,140,72.54
P02018,456,243,53.29
P02019,422,249,59.0
P02020,262,30,11.45
P02021,76,22,28.95
P02022,479,342,71.4
P02023,293,59,20.14
P02024,230,154,66.96
P02025,323,194,60.06
P02026,81,28,34.57
P02027,421,285,67.7
P02028,131,92,70.23
P02029,165,109,66.06
P02030,301,110,36.54
P02031,348,168,48.28
P02032,56,17,30.36
P02033,311,57,18.33
P02034,120,82,68.33
P02035,479,353,73.7
P02036,218,30,13.76
P02037,270,148,54.81
P02038,330,237,71.82
P02039,120,59,49.17
P02040,124,16,12.9
P02041,481,53,11.02
P02042,308,132,42.86
P02043,152,108,71.05
P02044,348,98,28.16
P02045,451,148,32.82
P02046,393,243,61.83
P02047,230,143,62.17
P02048,347,248,71.47
P02049,453,292,64.46
P02050,162,79,48.77
P02051,405,288,71.11
P02052,498,249,50.0
P02053,205,101,49.27
P02054,449,49,10.91
P02055,59,23,38.98
P02056,218,28,12.84
P02057,174,119,68.39
P02058,63,7,11.11
P02059,321,96,29.91
P02060,287,214,74.56
P02061,220,136,61.82
P02062,439,260,59.23
P02063,161,91,56.52
P02064,419,56,13.37
P02065,336,97,28.87
P02066,453,280,61.81
P02067,53,36,67.92
P02068,486,159,32.72
P02069,51,14,27.45
P02070,370,94,25.41
P02071,388,177,45.62
P02072,123,36,29.27
P02073,65,7,10.77
P02074,66,23,34.85
P02075,108,50,46.3
P02076,118,60,50.85
P02077,485,157,32.37
P02078,140,43,30.71
P02079,412,117,28.4
P02080,77,39,50.65
P02081,344,98,28.49
P02082,254,177,69.69
P02083,293,83,28.33
P02084,402,247,61.44
P02085,144,44,30.56
P02086,51,26,50.98
P02087,149,83,55.7
P02088,411,88,21.41
P02089,316,110,34.81
P02090,466,85,18.24
P02091,425,184,43.29
P02092,118,82,69.49
P02093,76,37,48.68
P02094,59,33,55.93
P02095,135,38,28.15
P02096,265,107,40.38
P02097,57,33,57.89
P02098,440,82,18.64
P02099,265,47,17.74
P02100,381,94,24.67
P02101,442,112,25.34
P02102,65,47,72.31
P02103,245,50,20.41
P02104,352,59,16.76
P02105,498,94,18.88
P02106,417,97,23.26
P02107,147,50,34.01
P02108,171,39,22.81
P02109,409,64,15.65
P02110,344,65,18.9
P02111,162,99,61.11
P02112,272,119,43.75
P02113,468,274,58.55
P02114,142,31,21.83
P02115,198,59,29.8
P02116,455,336,73.85
P02117,352,55,15.62
P02118,150,58,38.67
P02119,179,52,29.05
P02120,428,45,10.51
P02121,176,81,46.02
P02122,365,167,45.75
P02123,273,84,30.77
P02124,149,61,40.94
P02125,215,76,35.35
P02126,370,149,40.27
P02127,410,267,65.12
P02128,61,34,55.74
P02129,457,129,28.23
P02130,156,40,25.64
P02131,341,195,57.18
P02132,178,44,24.72
P02133,170,117,68.82
P02134,450,289,64.22
P02135,365,96,26.3
P02136,461,286,62.04
P02137,59,13,22.03
P02138,171,20,11.7
P02139,71,51,71.83
P02140,263,156,59.32
P02141,257,107,41.63
P02142,491,318,64.77
P02143,153,23,15.03
P02144,349,203,58.17
P02145,497,359,72.23
P02146,81,51,62.96
P02147,250,95,38.0
P02148,226,73,32.3
P02149,61,41,67.21
P02150,239,69,28.87
P02151,164,116,70.73
P02152,187,58,31.02
P02153,145,26,17.93
P02154,283,72,25.44
P02155,229,100,43.67
P02156,381,71,18.64
P02157,209,73,34.93
P02158,361,249,68.98
P02159,287,46,16.03
P02160,208,104,50.0
P02161,420,152,36.19
P02162,381,198,51.97
P02163,286,120,41.96
P02164,290,194,66.9
P02165,393,142,36.13
P02166,396,170,42.93
P02167,370,68,18.38
P02168,101,42,41.58
P02169,153,27,17.65
P02170,232,111,47.84
P02171,308,116,37.66
P02172,227,138,60.79
P02173,422,157,37.2
P02174,208,106,50.96
P02175,294,41,13.95
P02176,364,204,56.04
P02177,219,158,72.15
P02178,300,117,39.0
P02179,377,40,10.61
P02180,223,110,49.33
P02181,486,94,19.34
P02182,291,118,40.55
P02183,403,49,12.16
P02184,366,142,38.8
P02185,416,278,66.83
P02186,353,66,18.7
P02187,292,124,42.47
P02188,392,104,26.53
P02189,259,70,27.03
P02190,433,224,51.73
P02191,275,161,58.55
P02192,382,255,66.75
P02193,143,40,27.97
P02194,131,19,14.5
P02195,304,118,38.82
P02196,430,206,47.91
P02197,380,221,58.16
P02198,199,118,59.3
P02199,435,288,66.21
P02200,349,42,12.03
P02201,300,221,73.67
P02202,495,361,72.93
P02203,400,49,12.25
P02204,182,55,30.22
P02205,79,47,59.49
P02206,171,70,40.94
P02207,129,13,10.08
P02208,131,43,32.82
P02209,285,136,47.72
P02210,492,330,67.07
P02211,342,219,64.04
P02212,242,173,71.49
P02213,161,65,40.37
P02214,402,249,61.94
P02215,296,49,16.55
P02216,72,31,43.06
P02217,259,180,69.5
P02218,131,85,64.89
P02219,274,144,52.55
P02220,78,15,19.23
P02221,146,32,21.92
P02222,417,226,54.2
P02223,126,39,30.95
P02224,97,30,30.93
P02225,149,97,65.1
P02226,465,53,11.4
P02227,476,169,35.5
P02228,348,89,25.57
P02229,401,47,11.72
P02230,459,111,24.18
P02231,183,40,21.86
P02232,233,100,42.92
P02233,62,24,38.71
P02234,286,116,40.56
P02235,466,313,67.17
P02236,62,26,41.94
P02237,370,191,51.62
P02238,259,135,52.12
P02239,484,211,43.6
P02240,315,94,29.84
P02241,232,159,68.53
P02242,95,37,38.95
P02243,302,142,47.02
P02244,491,228,46.44
P02245,55,35,63.64
P02246,51,23,45.1
P02247,450,179,39.78
P02248,170,68,40.0
P02249,323,196,60.68
P02250,327,103,31.5
P02251,266,188,70.68
P02252,273,178,65.2
P02253,359,68,18.94
P02254,157,48,30.57
P02255,130,90,69.23
P02256,494,139,28.14
P02257,53,16,30.19
P02258,134,32,23.88
P02259,378,51,13.49
P02260,305,125,40.98
P02261,194,115,59.28
P02262,102,54,52.94
P02263,215,25,11.63
P02264,75,33,44.0
P02265,299,94,31.44
P02266,269,139,51.67
P02267,463,168,36.29
P02268,412,304,73.79
P02269,261,167,63.98
P02270,289,160,55.36
P02271,360,157,43.61
P02272,182,88,48.35
P02273,320,124,38.75
P02274,57,35,61.4
P02275,472,326,69.07
P02276,473,354,74.84
P02277,450,220,48.89
P02278,145,79,54.48
P02279,404,145,35.89
P02280,308,32,10.39
P02281,492,274,55.69
P02282,56,40,71.43
P02283,228,150,65.79
P02284,93,62,66.67
P02285,475,172,36.21
P02286,126,71,56.35
P02287,67,35,52.24
P02288,100,45,45.0
P02289,484,96,19.83
P02290,288,137,47.57
P02291,98,29,29.59
P02292,228,127,55.7
P02293,241,172,71.37
P02294,410,235,57.32
P02295,148,40,27.03
P02296,102,41,40.2
P02297,387,181,46.77
P02298,243,139,57.2
P02299,105,21,20.0
P02300,242,107,44.21
P02301,241,159,65.98
P02302,153,18,11.76
P02303,140,80,57.14
P02304,93,63,67.74
P02305,428,264,61.68
P02306,54,38,70.37
P02307,278,169,60.79
P02308,58,25,43.1
P02309,411,169,41.12
P02310,229,28,12.23
P02311,491,55,11.2
P02312,74,38,51.35
P02313,199,56,28.14
P02314,227,68,29.96
P02315,80,50,62.5
P02316,246,42,17.07
P02317,256,73,28.52
P02318,250,136,54.4
P02319,290,35,12.07
P02320,136,60,44.12
P02321,157,24,15.29
P02322,274,163,59.49
P02323,339,174,51.33
P02324,226,112,49.56
P02325,255,62,24.31
