TransactionID,Date,CustomerID,ProductID,Region,Quantity,Revenue
5213,2024-04-05,10401,P00077,North,5,529.57
5214,2024-04-05,11775,P03682,South,4,474.65
5215,2024-04-05,13275,P02210,North,3,137.53
5216,2024-04-05,14401,P04452,West,2,254.01
5217,2024-04-05,11988,P02009,South,2,136.92
5218,2024-04-05,11792,P00337,West,5,89.58
5219,2024-04-05,12039,P02165,North,4,349.99
5220,2024-04-05,15754,P04109,East,4,49.48
5221,2024-04-05,11751,P01845,South,4,146.15
5222,2024-04-05,12020,P03641,West,5,729.18
5223,2024-04-05,17001,P04088,West,3,47.85
5224,2024-04-05,14640,P04301,East,3,39.22
5225,2024-04-05,16928,P03481,East,2,196.97
5226,2024-04-05,14032,P00143,South,4,356.28
5227,2024-04-05,13056,P01697,South,4,268.28
5228,2024-04-05,12339,P00358,North,1,82.09
5229,2024-04-05,16400,P02341,West,3,450.3
5230,2024-04-05,14167,P03405,West,2,318.49
5231,2024-04-05,14983,P03529,South,1,35.21
5232,2024-04-05,15179,P00189,East,4,273.37
5233,2024-04-05,14579,P01436,South,3,180.61
5234,2024-04-06,15638,P03560,West,4,654.67
5235,2024-04-06,11620,P00342,West,4,103.77
5236,2024-04-06,16903,P03174,West,4,176.27
5237,2024-04-06,12064,P02475,East,1,42.74
5238,2024-04-06,17008,P02373,South,4,243.59
5239,2024-04-06,17473,P00920,East,2,184.3
5240,2024-04-06,13690,P01554,East,1,103.55
5241,2024-04-06,15401,P00355,South,1,122.4
5242,2024-04-06,14910,P03896,South,1,52.96
5243,2024-04-06,11086,P02675,West,1,72.88
5244,2024-04-06,14515,P03455,East,5,298.06
5245,2024-04-06,11280,P00838,South,4,220.58
5246,2024-04-06,16208,P02646,South,1,105.92
5247,2024-04-06,10945,P03436,North,3,405.83
5248,2024-04-06,12595,P03266,South,2,284.69
5249,2024-04-06,16222,P03164,South,5,535.02
5250,2024-04-06,12267,P01773,East,2,178.29
5251,2024-04-06,16210,P03742,North,3,66.04
5252,2024-04-06,15893,P01780,West,2,127.32
5253,2024-04-06,15316,P03536,East,5,189.56
5254,2024-04-06,17289,P02754,East,1,24.53
5255,2024-04-06,13407,P01337,West,4,333.78
5256,2024-04-06,17714,P04623,North,1,156.0
5257,2024-04-06,14844,P03547,North,4,666.49
5258,2024-04-06,11416,P01192,East,5,344.87
5259,2024-04-06,16958,P04124,South,5,232.68
5260,2024-04-06,16580,P04202,South,5,541.54
5261,2024-04-06,17287,P00926,East,5,105.86
5262,2024-04-06,13343,P04776,South,2,226.44
5263,2024-04-06,10586,P01874,West,3,132.32
5264,2024-04-06,13473,P00212,South,2,155.72
5265,2024-04-06,17933,P02612,East,1,75.38
5266,2024-04-06,16761,P03049,South,4,135.54
5267,2024-04-06,17983,P01909,East,3,232.9
5268,2024-04-06,13537,P03481,South,3,267.01
5269,2024-04-06,13184,P01046,East,4,190.17
5270,2024-04-06,10479,P00512,South,2,253.8
5271,2024-04-06,14669,P00440,East,5,661.72
5272,2024-04-06,12754,P03197,East,2,189.09
5273,2024-04-06,15677,P02785,North,1,85.11
5274,2024-04-06,10502,P03019,South,5,66.81
5275,2024-04-06,11028,P03922,East,1,35.24
5276,2024-04-06,10509,P02284,East,4,120.75
5277,2024-04-06,15683,P04349,East,3,254.53
5278,2024-04-06,17989,P00787,East,2,348.43
5279,2024-04-06,13891,P03539,East,2,140.63
5280,2024-04-06,10815,P04269,South,1,159.25
5281,2024-04-06,10410,P00914,South,1,57.14
5282,2024-04-06,12954,P00830,West,5,605.1
5283,2024-04-06,13043,P02012,North,1,20.23
5284,2024-04-06,12081,P01758,West,5,445.84
5285,2024-04-06,13388,P03407,West,5,300.19
5286,2024-04-06,15953,P00185,South,2,344.65
5287,2024-04-06,16912,P04060,North,3,110.4
5288,2024-04-07,12432,P02270,North,3,194.6
5289,2024-04-07,11762,P00108,West,1,86.54
5290,2024-04-07,15091,P01508,West,1,48.61
5291,2024-04-07,10073,P02747,South,3,111.61
5292,2024-04-07,13638,P01197,North,5,872.99
5293,2024-04-07,15394,P02576,West,4,365.71
5294,2024-04-07,15382,P03512,West,2,45.12
5295,2024-04-07,10705,P02950,East,2,112.87
5296,2024-04-07,10454,P02329,North,3,170.16
5297,2024-04-07,17968,P00030,West,3,207.46
5298,2024-04-07,10763,P02101,West,4,157.39
5299,2024-04-07,12087,P00890,East,4,276.69
5300,2024-04-07,17690,P03365,West,3,224.07
5301,2024-04-07,10280,P00412,South,5,974.87
5302,2024-04-07,10888,P02560,East,3,202.51
5303,2024-04-07,10987,P00981,South,4,497.81
5304,2024-04-07,11097,P04740,East,4,447.37
5305,2024-04-07,14986,P04532,South,4,251.35
5306,2024-04-07,17883,P00529,West,1,79.89
5307,2024-04-07,13769,P01813,East,2,26.86
5308,2024-04-07,10713,P01223,South,5,579.22
5309,2024-04-07,13088,P00932,South,4,137.98
5310,2024-04-07,12162,P01893,West,2,71.29
5311,2024-04-07,13245,P04595,North,2,58.85
5312,2024-04-07,12602,P01736,South,4,327.0
5313,2024-04-07,10588,P03121,East,3,400.6
5314,2024-04-07,14938,P03967,West,4,114.68
5315,2024-04-07,12067,P00204,North,2,188.31
5316,2024-04-07,12491,P04131,East,5,482.05
5317,2024-04-07,17870,P01199,East,2,188.27
5318,2024-04-07,13247,P01384,South,4,793.02
5319,2024-04-07,14969,P01441,West,3,203.67
5320,2024-04-07,11670,P03298,East,4,573.71
5321,2024-04-07,17037,P04062,East,3,69.3
5322,2024-04-07,14623,P03985,North,1,55.89
5323,2024-04-07,15395,P03411,West,5,504.7
5324,2024-04-07,11101,P02636,South,1,189.45
5325,2024-04-07,12813,P02106,North,2,86.45
5326,2024-04-07,12499,P01476,West,5,598.45
5327,2024-04-07,13692,P04329,West,3,110.48
5328,2024-04-07,10887,P00023,South,2,299.04
5329,2024-04-07,11460,P01076,North,5,462.93
5330,2024-04-07,11092,P01384,North,4,724.03
5331,2024-04-07,10923,P03502,North,1,79.98
5332,2024-04-07,10156,P03342,West,2,348.07
5333,2024-04-07,12009,P04947,East,2,348.73
5334,2024-04-07,16201,P03298,West,2,268.41
5335,2024-04-07,15247,P03164,North,3,268.34
5336,2024-04-07,10939,P02039,South,5,171.15
5337,2024-04-07,15385,P03413,West,1,19.35
5338,2024-04-07,13217,P00807,East,5,405.65
5339,2024-04-07,16960,P04612,East,5,153.03
5340,2024-04-07,16242,P03777,West,1,120.13
5341,2024-04-07,14221,P03861,East,1,77.11
5342,2024-04-07,15051,P00580,West,3,530.27
5343,2024-04-07,12834,P03378,West,2,170.1
5344,2024-04-07,16453,P02890,North,3,320.22
5345,2024-04-08,10149,P03916,North,3,112.68
5346,2024-04-08,10142,P00892,East,4,356.56
5347,2024-04-08,14142,P01343,South,3,166.36
5348,2024-04-08,11907,P02162,East,2,50.08
5349,2024-04-08,11967,P04743,East,4,226.59
5350,2024-04-08,16535,P02323,South,3,184.98
5351,2024-04-08,11655,P01468,East,3,277.06
5352,2024-04-08,15873,P03025,North,1,31.51
5353,2024-04-08,17093,P02233,East,5,826.73
5354,2024-04-08,11062,P03145,South,5,125.25
5355,2024-04-08,11865,P01323,North,4,179.62
5356,2024-04-08,17052,P04870,East,5,901.19
5357,2024-04-08,15078,P02403,East,3,182.77
5358,2024-04-08,14272,P03042,North,3,271.14
5359,2024-04-08,15147,P01092,East,2,242.83
5360,2024-04-08,10933,P03384,North,3,443.5
5361,2024-04-08,12168,P00337,South,1,16.07
5362,2024-04-08,16230,P02244,West,3,247.24
5363,2024-04-08,13773,P02964,South,1,101.69
5364,2024-04-08,13716,P01390,North,3,609.52
5365,2024-04-08,16133,P00171,North,5,90.39
5366,2024-04-08,12987,P03780,North,1,162.02
5367,2024-04-08,16873,P00167,North,5,766.9
5368,2024-04-08,16608,P03718,West,1,109.99
5369,2024-04-08,14230,P01106,East,3,574.87
5370,2024-04-08,11916,P01302,West,1,63.1
5371,2024-04-08,10803,P00445,East,1,140.65
5372,2024-04-08,12574,P00613,North,1,159.53
5373,2024-04-08,11458,P02195,North,4,347.31
5374,2024-04-08,16798,P03815,North,3,177.39
5375,2024-04-08,11567,P02283,East,2,93.14
5376,2024-04-08,10647,P02087,South,2,365.55
5377,2024-04-08,15091,P03569,West,4,191.86
5378,2024-04-08,16679,P01149,East,2,153.76
5379,2024-04-08,12560,P00379,West,2,103.8
5380,2024-04-08,15323,P03483,East,3,304.23
5381,2024-04-08,16813,P04411,North,4,49.93
5382,2024-04-08,12273,P02735,North,3,458.85
5383,2024-04-08,11772,P04889,South,2,325.53
5384,2024-04-08,16975,P03995,East,3,103.03
5385,2024-04-08,15719,P00081,West,2,66.36
5386,2024-04-08,10646,P04154,North,2,127.12
5387,2024-04-08,11260,P02489,North,5,112.39
5388,2024-04-08,14628,P04082,West,4,361.76
5389,2024-04-08,12834,P04101,North,2,287.88
5390,2024-04-08,15840,P02868,East,4,334.88
5391,2024-04-08,14482,P02987,North,2,282.45
5392,2024-04-08,16019,P00329,North,2,44.14
5393,2024-04-08,16231,P00672,South,2,407.3
5394,2024-04-09,16754,P02013,South,3,157.33
5395,2024-04-09,16090,P04314,West,4,120.16
5396,2024-04-09,13488,P02458,South,4,660.92
5397,2024-04-09,10222,P00979,North,1,107.63
5398,2024-04-09,10054,P04387,West,5,564.74
5399,2024-04-09,16129,P04925,North,5,633.64
5400,2024-04-09,12292,P02040,West,5,498.2
5401,2024-04-09,13356,P03427,South,1,130.44
5402,2024-04-09,14377,P04293,North,2,341.36
5403,2024-04-09,16656,P03257,North,4,686.46
5404,2024-04-09,10011,P04381,South,5,347.09
5405,2024-04-09,16602,P01931,West,1,109.91
5406,2024-04-09,14654,P04093,East,5,124.61
5407,2024-04-09,14101,P03853,West,3,162.08
5408,2024-04-09,16624,P02337,North,5,589.01
5409,2024-04-09,12397,P03251,West,4,322.01
5410,2024-04-09,10589,P03498,West,4,688.44
5411,2024-04-09,14591,P04872,North,5,331.23
5412,2024-04-09,12164,P00078,East,3,63.58
5413,2024-04-09,11646,P03148,North,2,108.08
5414,2024-04-09,11649,P00373,East,4,251.43
5415,2024-04-09,14336,P01119,East,2,276.25
5416,2024-04-09,12167,P02033,West,3,268.74
5417,2024-04-09,17102,P01063,East,4,240.31
5418,2024-04-09,16664,P01832,East,1,103.62
5419,2024-04-09,15773,P02356,South,5,639.31
5420,2024-04-09,10716,P01716,West,2,61.64
5421,2024-04-09,17106,P03053,South,3,55.38
5422,2024-04-09,10296,P01921,South,2,227.38
5423,2024-04-09,13576,P01986,North,2,134.47
5424,2024-04-09,15330,P00830,East,4,436.4
5425,2024-04-09,14904,P01355,West,3,282.86
5426,2024-04-09,10444,P01640,East,3,159.76
5427,2024-04-09,10961,P00191,East,2,140.62
5428,2024-04-09,10487,P01674,East,2,285.07
5429,2024-04-09,11012,P02266,North,5,329.7
5430,2024-04-09,12492,P01984,North,2,88.41
5431,2024-04-09,13593,P00639,South,1,42.46
5432,2024-04-09,14628,P04664,North,4,304.4
5433,2024-04-09,14577,P03876,East,4,372.38
5434,2024-04-09,13363,P02568,West,2,117.54
5435,2024-04-09,14207,P02711,North,2,201.78
5436,2024-04-09,16241,P04895,South,2,243.86
5437,2024-04-09,10841,P02778,East,1,23.44
5438,2024-04-09,12587,P03369,West,1,94.44
5439,2024-04-09,14632,P04167,South,4,202.96
5440,2024-04-09,16467,P03969,South,5,490.01
5441,2024-04-09,13702,P04576,North,3,631.11
5442,2024-04-09,14306,P01866,West,4,639.31
5443,2024-04-09,12382,P01268,South,5,585.65
5444,2024-04-09,17732,P02434,West,3,200.47
5445,2024-04-09,14311,P00145,South,3,407.35
5446,2024-04-09,11444,P01262,North,4,612.38
5447,2024-04-09,14421,P01157,North,3,413.64
5448,2024-04-09,11481,P03339,South,4,45.45
5449,2024-04-09,10908,P02314,East,5,410.53
5450,2024-04-09,16994,P02190,East,1,47.2
5451,2024-04-09,14234,P00583,West,4,521.99
5452,2024-04-10,14476,P02103,West,4,479.25
5453,2024-04-10,10345,P02023,South,1,127.91
5454,2024-04-10,13087,P01955,North,5,504.82
5455,2024-04-10,13509,P02717,West,3,232.99
5456,2024-04-10,13243,P02235,North,5,203.37
5457,2024-04-10,10778,P01825,West,5,757.54
5458,2024-04-10,10636,P02137,South,2,52.91
5459,2024-04-10,12142,P02336,South,5,483.09
5460,2024-04-10,16487,P02879,South,5,389.68
5461,2024-04-10,14785,P00863,South,2,263.54
5462,2024-04-10,10577,P02794,North,4,274.78
5463,2024-04-10,15443,P02752,North,2,91.43
5464,2024-04-10,16086,P01286,East,4,255.15
5465,2024-04-10,10905,P01703,North,3,260.19
5466,2024-04-10,11607,P04734,East,3,316.57
5467,2024-04-10,17711,P01373,North,2,122.82
5468,2024-04-10,14248,P03371,South,4,590.95
5469,2024-04-10,13345,P03695,South,3,214.44
5470,2024-04-10,12628,P04243,South,5,256.52
5471,2024-04-10,15933,P03444,North,3,495.11
5472,2024-04-10,13825,P01340,West,1,131.46
5473,2024-04-10,11363,P04287,North,4,629.37
5474,2024-04-10,11645,P03268,South,2,33.47
5475,2024-04-10,13395,P03162,South,4,410.58
5476,2024-04-10,15729,P04493,North,2,136.27
5477,2024-04-10,17096,P01268,West,2,240.9
5478,2024-04-10,12395,P04947,North,4,756.44
5479,2024-04-10,15273,P02102,South,1,55.32
5480,2024-04-10,17086,P01869,South,2,237.83
5481,2024-04-10,11650,P03387,North,2,38.14
5482,2024-04-10,12689,P00934,North,1,71.67
5483,2024-04-10,17275,P00879,West,2,113.34
5484,2024-04-10,16519,P01843,West,4,376.84
5485,2024-04-10,15897,P04464,South,1,63.76
5486,2024-04-10,15048,P00375,North,2,34.65
5487,2024-04-10,11680,P01350,West,4,239.15
5488,2024-04-10,11497,P04769,South,3,63.91
5489,2024-04-10,16346,P00565,East,1,71.11
5490,2024-04-10,15195,P01640,North,4,218.93
5491,2024-04-10,14027,P01136,South,2,72.81
5492,2024-04-10,16640,P01720,South,4,364.11
5493,2024-04-10,13094,P04701,East,4,679.71
5494,2024-04-10,14128,P00922,East,1,116.12
5495,2024-04-10,12504,P02594,North,4,315.27
5496,2024-04-10,17873,P00278,North,5,976.56
5497,2024-04-11,16802,P00640,South,5,270.79
5498,2024-04-11,11634,P03217,South,4,729.49
5499,2024-04-11,10494,P00384,South,5,127.91
5500,2024-04-11,11139,P02411,East,4,377.59
5501,2024-04-11,14308,P04116,North,5,368.68
5502,2024-04-11,16916,P03276,West,5,607.52
5503,2024-04-11,13100,P02362,East,2,122.95
5504,2024-04-11,12811,P02415,South,5,913.29
5505,2024-04-11,12997,P01589,North,4,134.42
5506,2024-04-11,16474,P02698,South,4,414.81
5507,2024-04-11,15073,P00782,North,2,21.17
5508,2024-04-11,16745,P03501,West,2,133.98
5509,2024-04-11,14598,P04947,East,4,721.32
5510,2024-04-11,13184,P04275,North,4,132.63
5511,2024-04-11,14855,P01854,East,1,170.82
5512,2024-04-11,17249,P02056,East,4,211.9
5513,2024-04-11,11531,P04114,East,4,156.95
5514,2024-04-11,13423,P01245,West,1,53.83
5515,2024-04-11,14447,P04432,South,5,647.32
5516,2024-04-11,16125,P04393,East,3,653.54
5517,2024-04-11,13064,P01672,West,3,383.73
5518,2024-04-11,14830,P02423,East,4,403.91
5519,2024-04-11,15434,P02177,East,4,55.44
5520,2024-04-11,10387,P04402,North,3,127.48
5521,2024-04-11,15941,P01452,West,3,530.11
5522,2024-04-11,12724,P02343,North,1,132.51
5523,2024-04-11,15300,P00050,North,2,157.1
5524,2024-04-11,13509,P00531,East,4,141.65
5525,2024-04-11,10792,P00963,West,2,207.76
5526,2024-04-11,12626,P03908,East,1,115.07
5527,2024-04-11,13910,P02025,East,5,379.57
5528,2024-04-11,10005,P03352,North,5,568.63
5529,2024-04-11,12518,P00675,North,1,35.07
5530,2024-04-11,10271,P04047,West,3,228.98
5531,2024-04-11,17872,P03039,South,2,397.96
5532,2024-04-11,15981,P01510,East,4,560.38
5533,2024-04-11,15919,P01218,West,5,350.91
5534,2024-04-11,10782,P03537,South,3,191.07
5535,2024-04-11,11863,P01767,South,2,260.12
5536,2024-04-11,12241,P00410,West,1,187.09
5537,2024-04-11,16528,P01151,South,1,29.55
5538,2024-04-11,16372,P04017,North,1,60.01
5539,2024-04-11,11947,P02932,South,5,104.41
5540,2024-04-11,14830,P02816,East,3,47.68
5541,2024-04-11,14416,P00555,East,3,309.31
5542,2024-04-11,13917,P04518,South,5,65.14
5543,2024-04-11,11676,P02489,South,5,117.79
5544,2024-04-11,15909,P02187,South,4,564.82
5545,2024-04-11,13862,P02760,South,5,874.57
5546,2024-04-11,13169,P01546,West,4,437.91
5547,2024-04-11,16229,P00134,South,3,432.87
5548,2024-04-11,12616,P02813,North,1,59.73
5549,2024-04-11,13628,P04862,East,3,491.74
5550,2024-04-11,13327,P03369,North,2,183.1
5551,2024-04-11,17040,P02532,North,2,22.86
5552,2024-04-11,17153,P04076,East,2,106.34
5553,2024-04-11,15103,P04250,South,2,105.99
5554,2024-04-11,14986,P04417,East,5,596.86
5555,2024-04-11,12275,P04922,East,1,160.42
5556,2024-04-11,16229,P01454,North,5,63.78
5557,2024-04-11,15043,P01806,West,3,41.17
5558,2024-04-11,13727,P03777,West,1,112.3
5559,2024-04-11,11561,P01337,North,2,170.06
5560,2024-04-11,17568,P00795,East,1,176.88
5561,2024-04-11,17724,P04986,East,5,95.12
5562,2024-04-11,14953,P04332,North,2,207.17
5563,2024-04-11,10247,P03100,North,1,164.49
5564,2024-04-11,16182,P04234,North,3,45.57
5565,2024-04-11,12184,P00511,South,2,355.62
5566,2024-04-11,12722,P04264,South,4,260.91
5567,2024-04-11,12842,P04117,North,1,150.01
5568,2024-04-12,15195,P03640,West,5,130.14
5569,2024-04-12,12565,P04961,East,1,84.18
5570,2024-04-12,10361,P00517,South,3,526.67
5571,2024-04-12,14639,P02250,South,3,192.17
5572,2024-04-12,16961,P03315,West,3,466.72
5573,2024-04-12,13745,P03026,North,5,641.37
5574,2024-04-12,10187,P04526,South,2,149.85
5575,2024-04-12,12606,P03470,West,3,55.14
5576,2024-04-12,11310,P01324,North,3,155.41
5577,2024-04-12,10892,P04302,South,4,163.18
5578,2024-04-12,11182,P04539,South,3,228.23
5579,2024-04-12,10456,P02738,West,5,613.93
5580,2024-04-12,12752,P04938,East,1,52.33
5581,2024-04-12,14178,P01730,East,5,467.44
5582,2024-04-12,14683,P00803,South,5,714.73
5583,2024-04-12,15159,P01988,North,5,820.84
5584,2024-04-12,10135,P04197,East,5,407.95
5585,2024-04-12,12656,P00638,North,3,344.09
5586,2024-04-12,14982,P02870,East,1,35.58
5587,2024-04-12,17898,P00741,East,2,37.39
5588,2024-04-12,16256,P00252,North,3,342.78
5589,2024-04-12,13645,P04780,North,2,100.58
5590,2024-04-12,16221,P00684,South,1,44.68
5591,2024-04-12,12775,P00160,West,2,271.92
5592,2024-04-12,13983,P02166,North,5,320.11
5593,2024-04-12,14149,P02729,East,3,523.19
5594,2024-04-12,11923,P02819,South,4,145.66
5595,2024-04-12,12409,P04224,South,5,670.28
5596,2024-04-12,11073,P04233,East,2,154.02
5597,2024-04-12,14326,P01826,West,4,298.68
5598,2024-04-12,14083,P01429,East,2,131.89
5599,2024-04-12,11022,P00696,South,2,66.4
5600,2024-04-12,17388,P00951,South,3,250.97
5601,2024-04-12,13381,P03349,South,1,97.51
5602,2024-04-12,16520,P02619,South,5,245.04
5603,2024-04-12,16940,P04375,North,5,254.58
5604,2024-04-12,10976,P02411,South,3,280.42
5605,2024-04-12,13891,P00729,East,5,622.8
5606,2024-04-12,14358,P04518,South,1,12.93
5607,2024-04-12,13200,P01673,West,3,544.63
5608,2024-04-12,17646,P00467,North,4,345.73
5609,2024-04-12,16340,P03172,East,1,48.13
5610,2024-04-12,17911,P02230,East,3,157.76
5611,2024-04-12,13466,P01750,West,4,86.88
5612,2024-04-12,16021,P02612,East,5,403.35
5613,2024-04-12,16331,P01423,North,1,114.88
5614,2024-04-12,17937,P04712,West,5,814.82
5615,2024-04-12,17592,P02970,West,4,102.29
5616,2024-04-12,11563,P04811,North,5,537.74
5617,2024-04-12,14372,P03311,East,2,182.88
5618,2024-04-12,11674,P03937,South,2,34.63
5619,2024-04-12,15533,P04350,South,5,421.75
5620,2024-04-12,10382,P01850,West,1,102.97
5621,2024-04-12,11887,P04174,West,1,53.92
5622,2024-04-13,10871,P04949,West,1,18.32
5623,2024-04-13,12760,P01660,West,3,399.96
5624,2024-04-13,11973,P03091,West,3,187.8
5625,2024-04-13,15987,P03605,South,2,73.73
5626,2024-04-13,10200,P03279,South,3,415.15
5627,2024-04-13,16368,P01273,North,1,58.89
5628,2024-04-13,14050,P04988,South,3,117.65
5629,2024-04-13,17652,P02480,South,2,84.21
5630,2024-04-13,12380,P04510,North,2,91.13
5631,2024-04-13,11061,P00121,North,2,72.6
5632,2024-04-13,11100,P01599,North,3,318.37
5633,2024-04-13,15587,P00435,South,3,478.23
5634,2024-04-13,16444,P03108,South,4,363.37
5635,2024-04-13,12216,P03070,West,1,111.54
5636,2024-04-13,17924,P03028,West,4,75.86
5637,2024-04-13,16521,P02588,West,2,101.96
5638,2024-04-13,12770,P02292,South,3,109.49
5639,2024-04-13,16182,P01560,West,2,159.15
5640,2024-04-13,12048,P03123,South,3,177.98
5641,2024-04-13,17652,P01817,South,3,310.73
5642,2024-04-13,14775,P02582,North,4,437.96
5643,2024-04-13,15270,P01386,West,1,178.38
5644,2024-04-13,15533,P00196,South,3,142.23
5645,2024-04-13,14935,P01705,West,2,302.12
5646,2024-04-13,15125,P02386,East,5,316.6
5647,2024-04-13,13219,P02805,South,2,266.69
5648,2024-04-13,16101,P01597,West,1,60.02
5649,2024-04-13,15358,P00685,West,5,355.17
5650,2024-04-13,10454,P01942,North,5,164.74
5651,2024-04-13,15706,P01901,West,4,417.53
5652,2024-04-13,12465,P04943,East,5,969.85
5653,2024-04-13,11824,P00569,South,3,90.27
5654,2024-04-13,17229,P00826,East,1,70.89
5655,2024-04-13,15235,P03820,West,3,254.92
5656,2024-04-13,17388,P00299,East,4,134.43
5657,2024-04-13,12715,P02662,East,4,149.24
5658,2024-04-13,14521,P04097,North,5,139.91
5659,2024-04-13,16884,P00850,South,1,197.74
5660,2024-04-13,12036,P02307,West,3,380.19
5661,2024-04-13,10318,P02409,North,1,87.13
5662,2024-04-13,13769,P04967,South,1,120.86
5663,2024-04-13,12234,P00084,North,3,512.69
5664,2024-04-13,10910,P03336,East,2,231.14
5665,2024-04-13,10557,P03527,South,5,136.08
5666,2024-04-13,16660,P03045,North,2,54.62
5667,2024-04-13,11803,P04602,South,3,250.75
5668,2024-04-13,12196,P03140,West,3,504.89
5669,2024-04-13,13139,P02739,East,3,545.77
5670,2024-04-13,14361,P01709,South,2,387.87
5671,2024-04-13,17185,P00737,East,4,203.66
5672,2024-04-13,13930,P04476,East,1,51.11
5673,2024-04-13,16076,P00791,South,4,277.65
5674,2024-04-13,16732,P00634,North,5,658.17
5675,2024-04-14,11288,P04090,North,1,184.81
5676,2024-04-14,12434,P04296,West,2,24.4
5677,2024-04-14,14238,P01087,North,2,43.24
5678,2024-04-14,13011,P03633,North,3,161.24
5679,2024-04-14,16455,P01870,East,2,143.43
5680,2024-04-14,11742,P02649,North,5,1014.04
5681,2024-04-14,15739,P04055,West,2,271.4
5682,2024-04-14,14110,P01725,West,3,300.32
5683,2024-04-14,15310,P03863,North,3,225.03
5684,2024-04-14,14657,P00856,North,4,41.55
5685,2024-04-14,17319,P02550,South,4,253.4
5686,2024-04-14,16966,P01750,South,4,93.12
5687,2024-04-14,15816,P02341,East,1,148.1
5688,2024-04-14,16653,P04460,North,1,20.49
5689,2024-04-14,11747,P00713,West,2,95.2
5690,2024-04-14,17161,P00275,North,1,19.97
5691,2024-04-14,16075,P04895,East,4,469.05
5692,2024-04-14,16265,P00498,West,3,243.01
5693,2024-04-14,17114,P04832,West,4,820.47
5694,2024-04-14,12508,P03676,East,4,304.1
5695,2024-04-14,14438,P00006,East,5,631.31
5696,2024-04-14,12255,P04719,South,3,103.05
5697,2024-04-14,13430,P03772,North,4,732.44
5698,2024-04-14,17994,P00619,South,3,315.59
5699,2024-04-14,17112,P00923,West,5,368.88
5700,2024-04-14,15788,P03758,North,3,173.32
5701,2024-04-14,10230,P00935,West,5,472.16
5702,2024-04-14,13959,P01442,East,5,332.31
5703,2024-04-14,17107,P02246,West,2,307.6
5704,2024-04-14,11158,P02846,South,1,69.44
5705,2024-04-14,10564,P03201,East,4,213.97
5706,2024-04-14,11889,P03713,South,1,63.14
5707,2024-04-14,13835,P01423,South,3,343.28
5708,2024-04-14,12115,P02490,South,2,139.57
5709,2024-04-14,12295,P03214,West,4,374.29
5710,2024-04-14,16889,P03455,West,4,241.47
5711,2024-04-14,16162,P01581,South,1,104.2
5712,2024-04-14,17464,P01915,East,1,203.44
5713,2024-04-14,12938,P03327,West,1,133.49
5714,2024-04-14,15237,P03000,South,4,113.42
5715,2024-04-14,17229,P03422,North,2,146.42
5716,2024-04-14,17387,P03744,North,1,68.54
5717,2024-04-14,10500,P04357,East,2,273.77
5718,2024-04-14,17914,P03999,South,1,127.4
5719,2024-04-15,16981,P03006,North,1,146.11
5720,2024-04-15,17244,P02090,West,5,263.92
5721,2024-04-15,16395,P01616,South,4,278.58
5722,2024-04-15,13925,P02130,East,2,59.36
5723,2024-04-15,12872,P03913,North,3,83.51
5724,2024-04-15,12088,P02368,South,3,538.67
5725,2024-04-15,11032,P04723,North,3,193.76
5726,2024-04-15,11201,P01568,West,2,144.71
5727,2024-04-15,15724,P04135,North,5,535.48
5728,2024-04-15,14221,P01650,North,1,48.61
5729,2024-04-15,17869,P04562,South,3,443.7
5730,2024-04-15,15130,P02277,North,4,331.9
5731,2024-04-15,13320,P04615,West,2,261.25
5732,2024-04-15,17330,P00076,South,3,293.21
5733,2024-04-15,14912,P00207,West,5,367.66
5734,2024-04-15,17137,P04605,North,5,446.56
5735,2024-04-15,15390,P00415,South,4,635.54
5736,2024-04-15,11136,P01101,North,2,71.35
5737,2024-04-15,12841,P04835,South,1,185.67
5738,2024-04-15,14831,P03716,West,5,429.0
5739,2024-04-15,17043,P02009,North,3,237.79
5740,2024-04-15,15734,P03442,East,3,344.96
5741,2024-04-15,13271,P00208,South,1,95.96
5742,2024-04-15,12992,P04037,North,2,340.59
5743,2024-04-15,11073,P03463,North,5,276.12
5744,2024-04-15,11021,P00126,South,4,152.18
5745,2024-04-15,16172,P04523,East,3,450.4
5746,2024-04-15,17928,P03162,North,2,175.02
5747,2024-04-15,14851,P00414,North,3,366.41
5748,2024-04-15,12035,P01374,North,4,774.05
5749,2024-04-15,16450,P03234,North,4,633.35
5750,2024-04-15,11541,P03696,North,2,147.22
5751,2024-04-15,17999,P03749,East,1,151.19
5752,2024-04-15,13786,P02018,South,5,812.47
5753,2024-04-15,13062,P02519,East,3,528.52
5754,2024-04-15,14496,P02388,East,5,271.32
5755,2024-04-15,15876,P01762,North,5,706.1
5756,2024-04-15,10207,P04646,East,5,681.02
5757,2024-04-15,14394,P01519,West,3,621.11
5758,2024-04-15,12851,P04507,North,1,36.43
5759,2024-04-15,14926,P01168,West,1,89.83
5760,2024-04-15,14490,P03499,East,4,255.36
5761,2024-04-15,14590,P00248,West,4,351.43
5762,2024-04-15,16729,P04803,North,2,97.93
5763,2024-04-15,13769,P01238,West,1,56.53
5764,2024-04-16,17219,P01048,South,1,94.04
5765,2024-04-16,13203,P01406,East,4,675.96
5766,2024-04-16,13232,P04326,North,1,44.22
5767,2024-04-16,12399,P04130,North,1,71.96
5768,2024-04-16,10805,P02530,North,3,634.97
5769,2024-04-16,14742,P03784,West,4,298.32
5770,2024-04-16,17389,P02931,East,1,162.72
